sample_key,candidate_score_step24,candidate_tier_step24,is_high_zt_observed_step24,is_low_kappa_high_sigma_step24,is_nanocarbon_candidate_step24
10.1021_acs.chemmater.7b04023__sample_31993,130,A,True,True,False
10.1021_acs.chemmater.7b04023__sample_31994,-45,low,False,False,False
10.1021_acs.chemmater.7b04023__sample_31995,40,C,False,True,False
10.1021_acs.chemmater.7b04023__sample_31996,40,C,False,True,False
10.1021_acs.chemmater.7b04023__sample_31997,130,A,True,True,False
10.1021_acs.chemmater.7b04023__sample_31998,130,A,True,True,False
10.1021_acs.chemmater.7b04123__sample_44822,-30,low,False,False,False
10.1021_acs.chemmater.7b04123__sample_44823,-50,low,False,False,False
10.1021_acs.chemmater.7b04123__sample_44824,-50,low,False,False,False
10.1021_acs.chemmater.7b04436__sample_44016,0,review,False,False,False
10.1021_acs.chemmater.7b04436__sample_44017,0,review,False,False,False
10.1021_acs.chemmater.7b04436__sample_44018,0,review,False,False,False
10.1021_acs.chemmater.7b04436__sample_44019,-15,low,False,False,False
10.1021_acs.chemmater.7b04436__sample_44020,0,review,False,False,False
10.1021_acs.chemmater.7b04436__sample_44021,-15,low,False,False,False
10.1021_acs.chemmater.7b04436__sample_44025,10,review,False,False,False
10.1021_acs.chemmater.7b04436__sample_44026,-5,low,False,False,False
10.1021_acs.chemmater.7b04436__sample_44027,15,review,False,False,False
10.1021_acs.chemmater.7b04436__sample_44028,15,review,False,False,False
10.1021_acs.chemmater.7b04436__sample_44029,15,review,False,False,False
10.1021_acs.chemmater.7b04436__sample_44033,-15,low,False,False,False
10.1021_acs.chemmater.7b04436__sample_44034,-15,low,False,False,False
10.1021_acs.chemmater.7b04436__sample_44035,-5,low,False,False,False
10.1021_acs.chemmater.7b04436__sample_44036,5,review,False,False,False
10.1021_acs.chemmater.7b04436__sample_44037,20,review,False,False,False
10.1021_acs.chemmater.7b04517__sample_43210,-30,low,False,False,False
10.1021_acs.chemmater.7b04517__sample_43212,-30,low,False,False,False
10.1021_acs.chemmater.7b04517__sample_43213,-30,low,False,False,False
10.1021_acs.chemmater.7b04517__sample_43214,-50,low,False,False,False
10.1021_acs.chemmater.7b04517__sample_43215,-50,low,False,False,False
10.1021_acs.chemmater.7b04989__sample_44884,-15,low,False,False,False
10.1021_acs.chemmater.7b04989__sample_44885,-50,low,False,False,False
10.1021_acs.chemmater.7b04989__sample_44886,-50,low,False,False,False
10.1021_acs.chemmater.7b04989__sample_44887,-50,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45164,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45165,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45166,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45167,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45168,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45180,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45181,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45182,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45183,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45184,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45185,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45186,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45391,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45392,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45393,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45394,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45395,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45519,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45520,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45521,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45522,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45523,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45524,-30,low,False,False,False
10.1021_acs.chemmater.7b05091__sample_45525,-30,low,False,False,False
10.1021_acs.chemmater.7b05170__sample_45560,-30,low,False,False,False
10.1021_acs.chemmater.8b00254__sample_40614,-45,low,False,False,False
10.1021_acs.chemmater.8b00254__sample_40615,25,C,False,True,False
10.1021_acs.chemmater.8b00254__sample_40616,40,C,False,True,False
10.1021_acs.chemmater.8b00254__sample_40617,90,A,False,True,False
10.1021_acs.chemmater.8b00254__sample_40618,45,C,False,True,False
10.1021_acs.chemmater.8b02155__sample_45655,-30,low,False,False,False
10.1021_acs.chemmater.8b02155__sample_45658,-30,low,False,False,False
10.1021_acs.chemmater.8b02155__sample_45659,-30,low,False,False,False
10.1021_acs.chemmater.8b02155__sample_45660,-30,low,False,False,False
10.1021_acs.chemmater.8b02155__sample_45661,-30,low,False,False,False
10.1021_acs.chemmater.8b02155__sample_45666,-30,low,False,False,False
10.1021_acs.chemmater.8b02155__sample_45677,-30,low,False,False,False
10.1021_acs.chemmater.8b02155__sample_45678,-30,low,False,False,False
10.1021_acs.chemmater.8b02155__sample_45679,-30,low,False,False,False
10.1021_acs.chemmater.8b02155__sample_45680,-30,low,False,False,False
10.1021_acs.chemmater.8b02651__sample_45727,-50,low,False,False,False
10.1021_acs.chemmater.8b02651__sample_45728,-50,low,False,False,False
10.1021_acs.chemmater.8b03994__sample_43365,80,A,True,False,False
10.1021_acs.chemmater.8b03994__sample_43366,65,B,True,False,False
10.1021_acs.chemmater.8b03994__sample_43367,25,C,False,True,False
10.1021_acs.chemmater.8b03994__sample_43368,80,A,True,False,False
10.1021_acs.chemmater.8b03994__sample_43369,80,A,True,False,False
10.1021_acs.chemmater.8b03994__sample_43370,50,B,False,True,False
10.1021_acs.chemmater.8b03994__sample_43371,30,C,True,False,False
10.1021_acs.chemmater.8b03994__sample_43372,30,C,True,False,False
10.1021_acs.chemmater.8b03994__sample_43373,0,review,False,False,False
10.1021_acs.chemmater.8b03994__sample_43374,55,B,True,False,False
10.1021_acs.chemmater.8b03994__sample_43375,80,A,True,False,False
10.1021_acs.chemmater.8b03994__sample_43376,80,A,True,False,False
10.1021_acs.chemmater.8b03994__sample_43385,80,A,True,False,False
10.1021_acs.chemmater.8b03994__sample_43390,15,review,False,False,False
10.1021_acs.chemmater.8b03994__sample_43391,50,B,False,True,False
10.1021_acs.chemmater.8b03994__sample_43392,25,C,False,True,False
10.1021_acs.chemmater.8b03994__sample_43393,30,C,True,False,False
10.1021_acs.chemmater.8b03994__sample_43394,15,review,True,False,False
10.1021_acs.chemmater.8b03994__sample_43395,50,B,False,True,False
10.1021_acs.chemmater.8b03994__sample_43397,80,A,True,False,False
10.1021_acs.chemmater.8b03994__sample_43398,0,review,False,False,False
10.1021_acs.chemmater.8b03994__sample_43399,55,B,True,False,False
10.1021_acs.chemmater.8b03994__sample_43400,30,C,True,False,False
10.1021_acs.chemmater.8b03994__sample_43401,-30,low,False,False,False
10.1021_acs.chemmater.9b00393__sample_46103,-30,low,False,False,False
10.1021_acs.chemmater.9b00393__sample_46104,-30,low,False,False,False
10.1021_acs.chemmater.9b00565__sample_46105,10,review,False,False,False
10.1021_acs.chemmater.9b00565__sample_46106,30,C,False,False,False
10.1021_acs.chemmater.9b00585__sample_27887,25,C,False,True,False
10.1021_acs.chemmater.9b00585__sample_27888,20,review,False,True,False
10.1021_acs.chemmater.9b05075__sample_34208,10,review,False,False,False
10.1021_acs.chemmater.9b05075__sample_34209,10,review,False,False,False
10.1021_acs.chemmater.9b05075__sample_34210,10,review,False,False,False
10.1021_acs.inorgchem.0c01805__sample_37136,-30,low,False,False,False
10.1021_acs.inorgchem.1c01386__sample_45328,10,review,False,False,False
10.1021_acs.inorgchem.1c01563__sample_45885,20,review,False,True,False
10.1021_acs.inorgchem.1c01563__sample_45886,20,review,False,True,False
10.1021_acs.inorgchem.1c01563__sample_45887,20,review,False,True,False
10.1021_acs.inorgchem.1c01563__sample_45888,20,review,False,True,False
10.1021_acs.inorgchem.1c01563__sample_45889,20,review,False,True,False
10.1021_acs.inorgchem.5b00799__sample_5042,-30,low,False,False,False
10.1021_acs.inorgchem.5b00799__sample_5043,-30,low,False,False,False
10.1021_acs.inorgchem.5b00799__sample_5044,-30,low,False,False,False
10.1021_acs.inorgchem.5b00799__sample_5045,-30,low,False,False,False
10.1021_acs.inorgchem.5b01296__sample_20402,15,review,False,False,False
10.1021_acs.inorgchem.5b01296__sample_20403,5,review,False,False,False
10.1021_acs.inorgchem.5b01296__sample_20404,5,review,False,False,False
10.1021_acs.inorgchem.5b01296__sample_20405,10,review,False,False,False
10.1021_acs.inorgchem.5b02516__sample_15943,-30,low,False,False,False
10.1021_acs.inorgchem.5b02658__sample_19686,-30,low,False,False,False
10.1021_acs.inorgchem.6b00781__sample_14611,-50,low,False,False,False
10.1021_acs.inorgchem.6b02354__sample_39755,10,review,False,False,False
10.1021_acs.inorgchem.6b02354__sample_39756,5,review,False,False,False
10.1021_acs.inorgchem.6b02354__sample_39757,5,review,False,False,False
10.1021_acs.inorgchem.6b02354__sample_39758,5,review,False,False,False
10.1021_acs.inorgchem.6b02354__sample_39759,5,review,False,False,False
10.1021_acs.inorgchem.7b02669__sample_45465,0,review,False,False,False
10.1021_acs.inorgchem.8b00301__sample_31586,-30,low,False,False,False
10.1021_acs.inorgchem.8b00301__sample_31587,20,review,False,True,False
10.1021_acs.inorgchem.8b00301__sample_31590,-30,low,False,False,False
10.1021_acs.inorgchem.8b00301__sample_31591,-30,low,False,False,False
10.1021_acs.inorgchem.8b00301__sample_31592,20,review,False,True,False
10.1021_acs.inorgchem.8b00301__sample_31599,45,C,False,True,False
10.1021_acs.inorgchem.8b00301__sample_31600,-30,low,False,False,False
10.1021_acs.inorgchem.8b00301__sample_31601,45,C,False,True,False
10.1021_acs.inorgchem.8b00301__sample_31602,20,review,False,True,False
10.1021_acs.inorgchem.8b00301__sample_31603,20,review,False,True,False
10.1021_acs.inorgchem.8b01126__sample_45473,-60,low,False,False,False
10.1021_acs.inorgchem.8b01126__sample_45474,-60,low,False,False,False
10.1021_acs.inorgchem.8b01126__sample_45475,-60,low,False,False,False
10.1021_acs.inorgchem.8b01163__sample_45478,5,review,False,False,False
10.1021_acs.inorgchem.8b01163__sample_45479,5,review,False,False,False
10.1021_acs.inorgchem.8b01163__sample_45480,5,review,False,False,False
10.1021_acs.inorgchem.8b01163__sample_45481,5,review,False,False,False
10.1021_acs.inorgchem.8b01163__sample_45482,5,review,False,False,False
10.1021_acs.inorgchem.8b01163__sample_45483,5,review,False,False,False
10.1021_acs.inorgchem.8b01163__sample_45484,5,review,False,False,False
10.1021_acs.inorgchem.8b01163__sample_45485,5,review,False,False,False
10.1021_acs.inorgchem.8b02248__sample_40946,50,B,False,True,False
10.1021_acs.inorgchem.8b02248__sample_40947,40,C,False,True,False
10.1021_acs.inorgchem.8b02248__sample_40948,25,C,False,True,False
10.1021_acs.inorgchem.8b02248__sample_40949,50,B,False,True,False
10.1021_acs.inorgchem.8b02955__sample_39526,30,C,False,False,False
10.1021_acs.inorgchem.8b02955__sample_39530,30,C,False,False,False
10.1021_acs.inorgchem.8b02955__sample_39531,30,C,False,False,False
10.1021_acs.inorgchem.8b02955__sample_39532,30,C,False,False,False
10.1021_acs.inorgchem.8b02955__sample_39533,30,C,False,False,False
10.1021_acs.inorgchem.8b02955__sample_39534,30,C,False,False,False
10.1021_acs.inorgchem.8b02955__sample_39855,30,C,False,False,False
10.1021_acs.inorgchem.8b02955__sample_39856,30,C,False,False,False
10.1021_acs.inorgchem.8b03452__sample_41655,-30,low,False,False,False
10.1021_acs.inorgchem.9b00453__sample_27902,-30,low,False,False,False
10.1021_acs.inorgchem.9b01430__sample_40234,-30,low,False,False,False
10.1021_acs.inorgchem.9b01430__sample_40236,-30,low,False,False,False
10.1021_acs.inorgchem.9b01430__sample_40238,-30,low,False,False,False
10.1021_acs.inorgchem.9b03060__sample_34316,-45,low,False,False,False
10.1021_acs.inorgchem.9b03060__sample_34318,40,C,False,True,False
10.1021_acs.jpcb.7b06379__sample_43090,55,B,False,False,False
10.1021_acs.jpcb.7b06379__sample_43091,10,review,False,False,False
10.1021_acs.jpcb.7b06379__sample_43092,10,review,False,False,False
10.1021_acs.jpcb.7b06379__sample_43093,30,C,False,False,False
10.1021_acs.jpcb.7b06379__sample_43095,10,review,False,False,False
10.1021_acs.jpcb.7b06379__sample_43096,10,review,False,False,False
10.1021_acs.jpcb.7b06379__sample_43097,30,C,False,False,False
10.1021_acs.jpcb.7b06379__sample_43098,30,C,False,False,False
10.1021_acs.jpcc.0c00045__sample_34215,-30,low,False,False,False
10.1021_acs.jpcc.0c00045__sample_34216,-30,low,False,False,False
10.1021_acs.jpcc.0c00045__sample_34218,-30,low,False,False,False
10.1021_acs.jpcc.0c00045__sample_34219,-30,low,False,False,False
10.1021_acs.jpcc.0c00045__sample_34220,-30,low,False,False,False
10.1021_acs.jpcc.0c00045__sample_34223,10,review,True,False,False
10.1021_acs.jpcc.0c00045__sample_34224,-30,low,False,False,False
10.1021_acs.jpcc.0c00045__sample_34226,-30,low,False,False,False
10.1021_acs.jpcc.0c00045__sample_34227,10,review,True,False,False
10.1021_acs.jpcc.0c00459__sample_38547,0,review,False,False,False
10.1021_acs.jpcc.0c00459__sample_38548,5,review,False,False,False
10.1021_acs.jpcc.0c00459__sample_38549,5,review,False,False,False
10.1021_acs.jpcc.0c00459__sample_38550,5,review,False,False,False
10.1021_acs.jpcc.0c09139__sample_42179,0,review,False,False,False
10.1021_acs.jpcc.0c09139__sample_42180,0,review,False,False,False
10.1021_acs.jpcc.5b04175__sample_1791,45,C,False,True,False
10.1021_acs.jpcc.5b04175__sample_1792,45,C,False,True,False
10.1021_acs.jpcc.5b04175__sample_1793,45,C,False,True,False
10.1021_acs.jpcc.5b04175__sample_1794,45,C,False,True,False
10.1021_acs.jpcc.5b04175__sample_1795,45,C,False,True,False
10.1021_acs.jpcc.6b02678__sample_2434,5,review,False,False,False
10.1021_acs.jpcc.6b02678__sample_2435,5,review,False,False,False
10.1021_acs.jpcc.6b02678__sample_2436,5,review,False,False,False
10.1021_acs.jpcc.6b02678__sample_2437,-10,low,False,False,False
10.1021_acs.jpcc.7b00870__sample_39920,-30,low,False,False,False
10.1021_acs.jpcc.7b00870__sample_39921,-30,low,False,False,False
10.1021_acs.jpcc.7b00870__sample_39922,60,B,True,False,False
10.1021_acs.jpcc.7b00870__sample_39923,60,B,True,False,False
10.1021_acs.jpcc.7b00870__sample_39924,60,B,True,False,False
10.1021_acs.jpcc.7b00870__sample_39925,60,B,True,False,False
10.1021_acs.jpcc.7b02068__sample_41625,10,review,False,False,False
10.1021_acs.jpcc.7b02068__sample_41626,10,review,False,False,False
10.1021_acs.jpcc.7b02068__sample_41627,10,review,False,False,False
10.1021_acs.jpcc.7b02068__sample_41628,10,review,False,False,False
10.1021_acs.jpcc.7b02068__sample_41629,30,C,False,False,False
10.1021_acs.jpcc.7b02068__sample_41630,30,C,False,False,False
10.1021_acs.jpcc.7b02068__sample_41631,30,C,False,False,False
10.1021_acs.jpcc.7b02068__sample_41632,30,C,False,False,False
10.1021_acs.jpcc.7b10839__sample_40434,-45,low,False,False,False
10.1021_acs.jpcc.7b10839__sample_40435,-45,low,False,False,False
10.1021_acs.jpcc.7b10839__sample_40436,-45,low,False,False,False
10.1021_acs.jpcc.7b12214__sample_40745,-30,low,False,False,False
10.1021_acs.jpcc.7b12214__sample_40746,-30,low,False,False,False
10.1021_acs.jpcc.7b12214__sample_40747,-30,low,False,False,False
10.1021_acs.jpcc.7b12214__sample_40748,-30,low,False,False,False
10.1021_acs.jpcc.7b12214__sample_40749,-30,low,False,False,False
10.1021_acs.jpcc.7b12214__sample_40750,-30,low,False,False,False
10.1021_acs.jpclett.1c02139__sample_45697,-30,low,False,False,False
10.1021_acs.jpclett.1c02139__sample_45698,20,review,False,True,False
10.1021_acsaem.0c00730__sample_38532,20,review,False,False,False
10.1021_acsaem.0c00730__sample_38533,-5,low,False,False,False
10.1021_acsaem.0c00730__sample_38534,-5,low,False,False,False
10.1021_acsaem.0c00730__sample_38535,-5,low,False,False,False
10.1021_acsaem.0c00730__sample_38536,-5,low,False,False,False
10.1021_acsaem.0c00766__sample_39149,-30,low,False,False,False
10.1021_acsaem.0c00766__sample_39150,-30,low,False,False,False
10.1021_acsaem.0c00766__sample_39151,-30,low,False,False,False
10.1021_acsaem.0c00766__sample_39152,-30,low,False,False,False
10.1021_acsaem.0c00766__sample_39153,-30,low,False,False,False
10.1021_acsaem.0c00794__sample_38167,-30,low,False,False,False
10.1021_acsaem.0c00794__sample_38168,-30,low,False,False,False
10.1021_acsaem.0c00794__sample_38169,-30,low,False,False,False
10.1021_acsaem.0c00794__sample_38170,-30,low,False,False,False
10.1021_acsaem.0c00794__sample_38171,-30,low,False,False,False
10.1021_acsaem.0c00794__sample_38172,-30,low,False,False,False
10.1021_acsaem.0c00794__sample_38173,-30,low,False,False,False
10.1021_acsaem.0c00794__sample_38174,-30,low,False,False,False
10.1021_acsaem.0c00794__sample_38175,20,review,False,True,False
10.1021_acsaem.0c00794__sample_38176,-30,low,False,False,False
10.1021_acsaem.0c01156__sample_38177,-30,low,False,False,False
10.1021_acsaem.0c01156__sample_38178,-30,low,False,False,False
10.1021_acsaem.0c01156__sample_38179,35,C,True,False,False
10.1021_acsaem.0c01156__sample_38180,-30,low,False,False,False
10.1021_acsaem.0c01156__sample_38181,-30,low,False,False,False
10.1021_acsaem.0c01156__sample_38182,-30,low,False,False,False
10.1021_acsaem.0c01156__sample_38183,-30,low,False,False,False
10.1021_acsaem.0c01359__sample_37450,-30,low,False,False,False
10.1021_acsaem.0c01359__sample_37451,-30,low,False,False,False
10.1021_acsaem.0c01359__sample_37452,-5,low,False,False,False
10.1021_acsaem.0c01359__sample_37453,-30,low,False,False,False
10.1021_acsaem.0c01359__sample_37454,35,C,True,False,False
10.1021_acsaem.0c01359__sample_37455,110,A,True,True,False
10.1021_acsaem.0c01448__sample_37268,-50,low,False,False,False
10.1021_acsaem.0c01448__sample_37269,-60,low,False,False,False
10.1021_acsaem.0c01448__sample_37270,-60,low,False,False,False
10.1021_acsaem.0c01525__sample_37615,90,A,False,True,False
10.1021_acsaem.0c01525__sample_37616,40,C,False,True,False
10.1021_acsaem.0c01525__sample_37617,65,B,False,True,False
10.1021_acsaem.0c01525__sample_37618,40,C,False,True,False
10.1021_acsaem.0c01525__sample_37619,40,C,False,True,False
10.1021_acsaem.0c01525__sample_37620,40,C,False,True,False
10.1021_acsaem.0c01525__sample_37621,40,C,False,True,False
10.1021_acsaem.0c02825__sample_42049,110,A,True,True,False
10.1021_acsaem.0c02825__sample_42055,45,C,False,True,False
10.1021_acsaem.0c02825__sample_42057,45,C,False,True,False
10.1021_acsaem.0c02825__sample_42069,110,A,True,True,False
10.1021_acsaem.0c02825__sample_42070,70,B,False,True,False
10.1021_acsaem.0c02825__sample_42071,110,A,True,True,False
10.1021_acsaem.0c02825__sample_42072,110,A,True,True,False
10.1021_acsaem.0c02825__sample_42073,70,B,False,True,False
10.1021_acsaem.0c02825__sample_42074,70,B,False,True,False
10.1021_acsaem.0c02825__sample_42075,85,A,True,True,False
10.1021_acsaem.0c02825__sample_42076,20,review,False,True,False
10.1021_acsaem.1c00632__sample_44398,-30,low,False,False,False
10.1021_acsaem.1c00632__sample_44399,85,A,True,True,False
10.1021_acsaem.1c00632__sample_44400,110,A,True,True,False
10.1021_acsaem.1c00632__sample_44401,80,A,True,True,False
10.1021_acsaem.1c00632__sample_44403,45,C,False,True,False
10.1021_acsaem.1c00632__sample_44404,85,A,True,True,False
10.1021_acsaem.1c01229__sample_45106,-50,low,False,False,False
10.1021_acsaem.1c01229__sample_45107,-30,low,False,False,False
10.1021_acsaem.1c01229__sample_45108,-30,low,False,False,False
10.1021_acsaem.1c01229__sample_45110,-30,low,False,False,False
10.1021_acsaem.1c01229__sample_45111,-30,low,False,False,False
10.1021_acsaem.1c01859__sample_45952,50,B,False,False,False
10.1021_acsaem.1c01859__sample_45953,100,A,False,True,False
10.1021_acsaem.1c01859__sample_45954,100,A,False,True,False
10.1021_acsaem.1c02154__sample_46133,-30,low,False,False,False
10.1021_acsaem.1c02154__sample_46134,20,review,False,True,False
10.1021_acsaem.1c02154__sample_46135,20,review,False,True,False
10.1021_acsaem.1c02219__sample_45876,0,review,False,True,False
10.1021_acsaem.1c02219__sample_45877,0,review,False,True,False
10.1021_acsaem.1c02219__sample_45878,20,review,False,True,False
10.1021_acsaem.1c02219__sample_45879,20,review,False,True,False
10.1021_acsaem.1c02219__sample_45880,0,review,False,True,False
10.1021_acsaem.1c02219__sample_45881,20,review,False,True,False
10.1021_acsaem.1c02219__sample_45882,20,review,False,True,False
10.1021_acsaem.1c02219__sample_45883,-30,low,False,False,False
10.1021_acsaem.1c02219__sample_45884,20,review,False,True,False
10.1021_acsaem.1c02589__sample_46136,130,A,True,True,False
10.1021_acsaem.1c02589__sample_46137,130,A,True,True,False
10.1021_acsaem.1c02589__sample_46138,90,A,True,True,False
10.1021_acsaem.1c02589__sample_46139,45,C,False,True,False
10.1021_acsaem.1c02589__sample_46140,130,A,True,True,False
10.1021_acsaem.1c02589__sample_46141,130,A,True,True,False
10.1021_acsaem.1c02589__sample_46142,130,A,True,True,False
10.1021_acsaem.1c02589__sample_46143,130,A,True,True,False
10.1021_acsaem.1c02589__sample_46144,130,A,True,True,False
10.1021_acsaem.1c02589__sample_46145,50,B,False,True,False
10.1021_acsaem.7b00015__sample_40851,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40852,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40853,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40854,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40855,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40857,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40859,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40861,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40862,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40863,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40864,20,review,False,True,False
10.1021_acsaem.7b00015__sample_40865,20,review,False,True,False
10.1021_acsaem.7b00015__sample_40866,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40867,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40868,-30,low,False,False,False
10.1021_acsaem.7b00015__sample_40869,-30,low,False,False,False
10.1021_acsaem.7b00128__sample_45662,115,A,True,False,False
10.1021_acsaem.7b00128__sample_45663,90,A,True,False,False
10.1021_acsaem.7b00128__sample_45664,140,A,True,False,False
10.1021_acsaem.7b00128__sample_45665,90,A,True,False,False
10.1021_acsaem.7b00128__sample_45682,90,A,True,False,False
10.1021_acsaem.7b00128__sample_45684,90,A,True,False,False
10.1021_acsaem.7b00128__sample_45723,30,C,False,False,False
10.1021_acsaem.7b00128__sample_45724,90,A,True,False,False
10.1021_acsaem.7b00128__sample_45725,90,A,True,False,False
10.1021_acsaem.7b00203__sample_82833,30,C,False,False,False
10.1021_acsaem.7b00203__sample_82834,30,C,False,False,False
10.1021_acsaem.7b00203__sample_82835,30,C,False,False,False
10.1021_acsaem.7b00203__sample_82836,30,C,False,False,False
10.1021_acsaem.7b00203__sample_82837,30,C,False,False,False
10.1021_acsaem.7b00203__sample_82838,30,C,False,False,False
10.1021_acsaem.8b01548__sample_41006,-30,low,False,False,False
10.1021_acsaem.8b01548__sample_41007,-30,low,False,False,False
10.1021_acsaem.8b01609__sample_40294,-30,low,False,False,False
10.1021_acsaem.8b01609__sample_40295,-45,low,False,False,False
10.1021_acsaem.8b01609__sample_40296,-45,low,False,False,False
10.1021_acsaem.8b01609__sample_40297,-45,low,False,False,False
10.1021_acsaem.8b01609__sample_40298,-45,low,False,False,False
10.1021_acsaem.8b01977__sample_39953,20,review,False,True,False
10.1021_acsaem.8b01977__sample_39954,20,review,False,True,False
10.1021_acsaem.8b01977__sample_39955,20,review,False,True,False
10.1021_acsaem.8b01977__sample_39956,20,review,False,True,False
10.1021_acsaem.8b01977__sample_39957,20,review,False,True,False
10.1021_acsaem.8b01977__sample_39958,80,A,True,True,False
10.1021_acsaem.9b00057__sample_39713,35,C,True,False,False
10.1021_acsaem.9b00057__sample_39723,-30,low,False,False,False
10.1021_acsaem.9b00057__sample_39724,35,C,True,False,False
10.1021_acsaem.9b00057__sample_39725,60,B,True,False,False
10.1021_acsaem.9b00057__sample_39726,30,C,True,False,False
10.1021_acsaem.9b00057__sample_39727,110,A,True,True,False
10.1021_acsaem.9b00057__sample_39730,60,B,True,True,False
10.1021_acsaem.9b00057__sample_39731,110,A,True,True,False
10.1021_acsaem.9b00057__sample_39732,110,A,True,True,False
10.1021_acsaem.9b00057__sample_39733,20,review,False,True,False
10.1021_acsaem.9b00057__sample_39734,110,A,True,True,False
10.1021_acsaem.9b00057__sample_39735,110,A,True,True,False
10.1021_acsaem.9b00057__sample_39736,80,A,True,True,False
10.1021_acsaem.9b00057__sample_39737,10,review,True,False,False
10.1021_acsaem.9b00057__sample_39738,30,C,True,False,False
10.1021_acsaem.9b00057__sample_39739,85,A,True,True,False
10.1021_acsaem.9b00399__sample_40137,-30,low,False,False,False
10.1021_acsaem.9b00399__sample_40138,-30,low,False,False,False
10.1021_acsaem.9b00399__sample_40139,-30,low,False,False,False
10.1021_acsaem.9b00399__sample_40140,-30,low,False,False,False
10.1021_acsaem.9b00399__sample_40141,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39970,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39971,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39972,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39973,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39974,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39975,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39976,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39977,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39978,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39979,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39980,-30,low,False,False,False
10.1021_acsaem.9b01531__sample_39981,-30,low,False,False,False
10.1021_acsaem.9b01656__sample_35417,-45,low,False,False,False
10.1021_acsaem.9b01656__sample_35418,-45,low,False,False,False
10.1021_acsaem.9b01656__sample_35419,-30,low,False,False,False
10.1021_acsaem.9b01656__sample_35420,-30,low,False,False,False
10.1021_acsaem.9b01656__sample_35421,-30,low,False,False,False
10.1021_acsaem.9b01656__sample_35422,-30,low,False,False,False
10.1021_acsaem.9b01656__sample_35423,40,C,False,True,False
10.1021_acsaem.9b01711__sample_40823,-45,low,False,False,False
10.1021_acsaem.9b01711__sample_40824,-45,low,False,False,False
10.1021_acsaem.9b01711__sample_40825,-45,low,False,False,False
10.1021_acsaem.9b01711__sample_40826,-45,low,False,False,False
10.1021_acsaem.9b01740__sample_34936,30,C,False,False,False
10.1021_acsaem.9b01740__sample_34938,5,review,False,False,False
10.1021_acsaem.9b01740__sample_34939,5,review,False,False,False
10.1021_acsaem.9b01740__sample_34940,5,review,False,False,False
10.1021_acsaem.9b01740__sample_34941,5,review,False,False,False
10.1021_acsaem.9b01851__sample_35405,-30,low,False,False,False
10.1021_acsaem.9b01851__sample_35406,-30,low,False,False,False
10.1021_acsaem.9b01851__sample_35408,35,C,True,False,False
10.1021_acsaem.9b01851__sample_35409,-30,low,False,False,False
10.1021_acsaem.9b01851__sample_35410,-30,low,False,False,False
