sample_key,SID,DOI,sample_id,paper_title,year,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,sintering_method,sintering_checked,record_checked,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,fitting_source_preference_step8,fitting_source_actual_step10,sigma_obs_source_step11,tau_eff_step12,log_tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,n_fit_rows_step12,n_fit_temperature_points_step12,temperature_min_fit_step12,temperature_max_fit_step12,temperature_span_fit_step12,sigma_fit_mae_step12,sigma_fit_rmse_step12,sigma_fit_mape_step12,sigma_fit_log_mae_step12,sigma_fit_log_rmse_step12,sigma_fit_r2_log_step12,sigma_fit_bias_log_step12,tau_eff_log_std_step12,tau_eff_geometric_std_factor_step12,tau_eff_train_step12,n_train_rows_step12,n_holdout_rows_step12,sigma_holdout_mae_step12,sigma_holdout_rmse_step12,sigma_holdout_mape_step12,sigma_holdout_log_rmse_step12,sigma_holdout_r2_log_step12,holdout_eval_status_step12,fit_status_step12,fit_note_step12,prefactor_source_step12,seebeck_obs_V_per_K_step11,kappa_obs_W_per_mK_step11,zt_obs_dimensionless_step11,power_factor_obs_W_per_mK2_step11,zt_calc_from_obs_step11,can_eval_power_factor_step11,can_calc_zt_from_obs_step11,can_compare_zt_obs_step11,row_quality_step11,n_prefactor_available_rows_step12,n_prefactor_unavailable_rows_step12,log_tau_eff_train_step12,tau_fit_problem_reason_step12,doi_url
10.1016_j.scriptamat.2019.11.008__sample_34486,23700,10.1016/j.scriptamat.2019.11.008,34486,,,MgTi2O5(TiN)0.359,unknown,n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.012073470794984878,-4.416744729700583,relative_scale,empirical_group_baseline,7,7,373.589,973.044,599.4549999999999,479.6488635408249,559.9362370683837,1.190699581819948,0.7819697617619779,0.9480339461652026,-0.519671511827851,-1.2688263138573218e-15,1.0239936963975058,2.7842922070619966,,5,2,,,,,,not_enough_points,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0001521003,3.948495,0.000313253,3.1603810826396353e-06,0.00029902117345526806,True,True,True,fit_and_zt_eval,7,0,,large fit MAPE,https://doi.org/10.1016/j.scriptamat.2019.11.008
10.1016_j.scriptamat.2019.11.008__sample_34487,23700,10.1016/j.scriptamat.2019.11.008,34487,,,MgTi2O5(TiN)0.808,unknown,n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.023964833233193726,-3.731167805159882,relative_scale,empirical_group_baseline,7,7,373.613,973.646,600.0329999999999,961.4159576761242,1137.197556702479,1.1498574387367104,0.7783270780921907,0.941983651140804,-0.5325737213311639,1.2688263138573217e-16,1.0174586308638398,2.7661560002194214,,5,2,,,,,,not_enough_points,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0001067283,4.557609,0.0002666488,3.243287106569914e-06,0.0002658705970053388,True,True,True,fit_and_zt_eval,7,0,,large fit MAPE,https://doi.org/10.1016/j.scriptamat.2019.11.008
10.1016_j.scriptamat.2019.11.008__sample_34489,23700,10.1016/j.scriptamat.2019.11.008,34489,,,MgTi2.67O6.34(TiN)0.455,unknown,n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.01007836924027933,-4.597363811145309,relative_scale,empirical_group_baseline,7,7,373.555,973.642,600.087,789.9440545980049,1052.1789693754677,2.684110652762442,1.2411773360666634,1.4849476376241824,-0.302917902687043,2.5376526277146434e-16,1.603926765025941,4.972520055525,,5,2,,,,,,not_enough_points,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0001596316,2.573262,0.0001829425,1.2370833673007288e-06,0.00017958477499454921,True,True,True,fit_and_zt_eval,7,0,,large fit MAPE; large fit log RMSE,https://doi.org/10.1016/j.scriptamat.2019.11.008
10.1016_j.scriptamat.2020.09.010__sample_38664,28782,10.1016/j.scriptamat.2020.09.010,38664,,,TiNiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.32569954143858143,-1.1217799746266959,relative_scale,empirical_group_baseline,11,11,308.886,772.31,463.4239999999999,12567.820140230244,14798.059029284193,1.1144384854336238,0.7955891225659958,0.9245556576739973,-0.31490044914421667,0.0,0.969682154394262,2.6371061335357124,0.2233347020283124,8,3,26993.15498137183,27254.556583711183,0.7475016676216732,1.3887151469764456,-174.72179829939955,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,11,0,-1.4990837267990331,large fit MAPE; large holdout log RMSE,https://doi.org/10.1016/j.scriptamat.2020.09.010
10.1016_j.scriptamat.2021.114010__sample_45574,37473,10.1016/j.scriptamat.2021.114010,45574,,,Bi6Cu2Se4O6,unknown,p,"estimated from Seebeck sign: positive=11, negative=3, zero=0, positive_ratio=0.786, negative_ratio=0.214",p,"estimated from Seebeck sign: positive=11, negative=3, zero=0, positive_ratio=0.786, negative_ratio=0.214",medium,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.03527908391795174,-3.344465014225122,relative_scale,empirical_group_baseline,14,14,305.177,921.202,616.025,1087.6466702125276,1214.208640314838,1.3095132650385601,0.8537249325942398,1.0035392920606838,-0.9505655211171011,1.9032394707859825e-16,1.0414219402755658,2.8332428535457033,0.025904344210633944,11,3,1816.9950449787711,1818.8912187149015,0.7608687024942972,1.4488710823490616,-90986092.69922386,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0003191567,1.389538,,5.853538065774959e-05,0.01572416582488296,False,False,False,fit_only,14,0,-3.6533445942014655,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.scriptamat.2021.114010
10.1016_j.scriptamat.2021.114010__sample_45575,37473,10.1016/j.scriptamat.2021.114010,45575,,,BiCuSeO,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.007929726260414174,-4.837136763424991,relative_scale,empirical_group_baseline,14,14,307.858,922.274,614.4159999999999,316.05792056312737,429.3642763265585,0.9977694513943128,0.9010023495835784,1.0642627875344635,-0.9421333223728308,1.9032394707859825e-16,1.1044376896108636,3.0175272047599493,0.004955024816530679,11,3,877.1229872144526,898.4942305483866,0.8823211728360963,2.219216967711713,-142.92933250237056,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0003367685,0.5551176,,1.699482802242607e-05,0.010705022784825475,True,False,False,fit_and_pf_eval,14,0,-5.307353102831158,large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.scriptamat.2021.114010
10.1016_j.scriptamat.2021.114010__sample_45576,37473,10.1016/j.scriptamat.2021.114010,45576,,,Bi2O2Se,unknown,n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.003132171321348255,-5.766028802046824,relative_scale,empirical_group_baseline,14,14,308.394,922.274,613.88,254.9271320814666,304.7559076454118,1.9285847562594538,1.2365834171032295,1.3398870035978665,-0.3121006581738188,-3.1720657846433045e-16,1.3904664561480125,4.016723241330913,0.0020388008532523116,11,3,576.0362792859636,578.9967047198458,0.8642254966037172,2.0071235850824785,-577.2539287326322,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0003783897,1.573423,,5.455614938271062e-06,0.0011269386767240792,False,False,False,fit_only,14,0,-6.195393460991357,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.scriptamat.2021.114010
10.1016_j.solidstatesciences.2006.01.002__sample_26126,5353,10.1016/j.solidstatesciences.2006.01.002,26126,,,La0.9Pb0.1CoO3,unknown,p,"estimated from Seebeck sign: positive=33, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=33, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.005746848365214163,-5.15910368483783,relative_scale,empirical_group_baseline,10,10,299.293,527.588,228.29499999999996,145.6996634996538,160.36882576211758,1.0660270970384604,0.5918989426538943,0.7918503563611783,0.20453395436244493,-1.3322676295501878e-16,0.8346835640391078,2.304084837619289,0.00817322071556357,8,2,255.68755980564433,259.8701122327251,6.20525792227518,1.886834499442298,-7.309796710368728,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0006857143,0.4326113,0.06269592,0.00026720937341943786,0.18486316700193411,True,True,True,fit_and_zt_eval,10,0,-4.80689223536025,large fit MAPE; large holdout log RMSE,https://doi.org/10.1016/j.solidstatesciences.2006.01.002
10.1016_j.solidstatesciences.2006.01.002__sample_26127,5353,10.1016/j.solidstatesciences.2006.01.002,26127,,,La0.9Na0.1CoO3,unknown,p,"estimated from Seebeck sign: positive=31, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=31, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,0.010170894598369803,-4.588225108348838,relative_scale,empirical_group_baseline,31,31,300.694,598.826,298.132,168.60825867749452,192.03874130278678,0.462702975744339,0.38737262510487436,0.4692413972071681,0.4227499889987554,-6.87622002348484e-16,0.47699797883712225,1.6112301874923072,0.012651752825016007,24,7,266.3417885012395,269.69120268285684,1.7379931963797512,1.007014665466744,-10.268631398651369,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.00052,0.8076186,0.001880878,0.0002587678246399999,0.09634489877065751,True,True,True,fit_and_zt_eval,31,0,-4.369959510165235,large holdout log RMSE,https://doi.org/10.1016/j.solidstatesciences.2006.01.002
10.1016_j.solidstatesciences.2010.05.005__sample_28114,5363,10.1016/j.solidstatesciences.2010.05.005,28114,,,La0.08Sr0.92TiO3,unknown,n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,0.05111166052071985,-2.9737426175745574,relative_scale,empirical_group_baseline,8,8,328.034,679.602,351.568,2377.131831898188,2602.747712492314,1.1989471021256732,0.808247939169411,0.9300733578035255,-0.3064493661164822,3.3306690738754696e-16,0.9942902427049152,2.7028053245456585,0.038339571533480825,6,2,4179.141570431039,4181.8557969768435,0.6833971587761862,1.1501319088304522,-1165.2558663502307,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0001192145,,0.001479441,8.467189356926476e-06,,True,False,False,fit_and_pf_eval,8,0,-3.2612727168709856,large fit MAPE; large holdout log RMSE,https://doi.org/10.1016/j.solidstatesciences.2010.05.005
10.1016_j.solidstatesciences.2011.02.012__sample_28734,5367,10.1016/j.solidstatesciences.2011.02.012,28734,,,Ag5Te2Cl,unknown,p,"estimated from Seebeck sign: positive=69, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=69, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,9.249355279009126e-05,-9.288371615441603,relative_scale,empirical_group_baseline,26,26,298.03,488.544,190.514,17.912500904960513,22.704817411636114,52.81754931031708,2.4479463585824135,2.8174002688082527,-0.09331228855053109,1.298106921100183e-15,2.873195789650968,17.693472560156835,4.451672637548662e-05,20,6,41.62246603622275,41.92253843725053,0.9575261012053301,3.1719112235094276,-693.222828452827,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0003407843,0.2004522,7.910771e-07,7.979432887369307e-09,1.3164191796462299e-05,False,False,False,fit_only,26,0,-10.019645565808426,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.solidstatesciences.2011.02.012
10.1016_j.solidstatesciences.2013.09.005__sample_20678,5371,10.1016/j.solidstatesciences.2013.09.005,20678,,,TiNiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=13, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=13, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,1.7951298742980635,0.5850773726922581,relative_scale,empirical_group_baseline,13,13,303.22,855.494,552.274,47303.47930935328,55924.43142266091,0.7309493798775002,0.5878675297973902,0.6970965940369963,-0.4798977522035759,-4.099285014000578e-16,0.7255611390752306,2.065890026395564,1.3983363712337415,10,3,102069.64244612941,103019.06232734658,0.6595116396996801,1.087011707295633,-140.09028640957771,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,13,0,0.3352832237638905,large holdout log RMSE,https://doi.org/10.1016/j.solidstatesciences.2013.09.005
10.1016_j.solidstatesciences.2013.09.005__sample_20679,5371,10.1016/j.solidstatesciences.2013.09.005,20679,,,TiNiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=13, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=13, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,1.4006439897669227,0.33693212354766694,relative_scale,empirical_group_baseline,13,13,300.73,850.23,549.5,42009.363344804115,48852.00449544082,0.9095718638244853,0.6721528302874679,0.7972333814415703,-0.4008006220541285,-2.7328566760003855e-16,0.8297868118931652,2.2928298840945893,1.0715394556230844,10,3,87601.2742254109,88143.61132587359,0.6849945995135741,1.1652812478127959,-267.9001204301003,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,13,0,0.06909635804691146,large holdout log RMSE,https://doi.org/10.1016/j.solidstatesciences.2013.09.005
10.1016_j.solidstatesciences.2013.09.005__sample_20682,5371,10.1016/j.solidstatesciences.2013.09.005,20682,,,TiNiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=13, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=13, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,2.7290791011549893,1.0039642267055426,relative_scale,empirical_group_baseline,13,13,302.096,852.053,549.957,63456.94174645266,75494.91481136029,0.5616716561642654,0.5070802966065178,0.5906730856322188,-0.5929506021178113,-4.099285014000578e-16,0.6147920395801686,1.8492719841891119,2.1578710387490454,10,3,141650.1678992115,141718.97266948828,0.6379953308715746,1.0191927974564283,,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,13,0,0.769122105434439,large holdout log RMSE,https://doi.org/10.1016/j.solidstatesciences.2013.09.005
10.1016_j.ssc.2005.01.044__sample_20171,5295,10.1016/j.ssc.2005.01.044,20171,,,Ca3Mn0.03Co3.97O9,unknown,p,"estimated from Seebeck sign: positive=30, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=30, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.021816371859917458,-3.8250945883000402,relative_scale,empirical_group_baseline,22,22,6.452,389.677,383.225,204708709741859.88,960168958344369.2,51.637109267989466,2.963138489072493,6.740853366429136,0.004699090475002721,8.074349270001138e-16,6.899483384281058,991.7622232816287,0.0034310234273216447,17,5,900718322863250.6,2014067398500063.0,0.923349845734237,14.149777329566007,-0.48315546188499314,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,22,0,-5.674896686996917,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.ssc.2005.01.044
10.1016_j.ssc.2005.01.044__sample_20172,5295,10.1016/j.ssc.2005.01.044,20172,,,Ca3Mn0.9Co3.1O9,unknown,p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.00015215871308775242,-8.790586416828141,relative_scale,empirical_group_baseline,9,9,22.148,320.709,298.561,181.95590101537775,516.4984547704064,20.241066464017337,2.4812682081409694,3.0656032768251764,0.06772785413564386,-1.973729821555834e-15,3.251563298206175,25.830689440273254,4.9385042271370014e-05,7,2,795.5533736747533,1097.997219939792,0.9815355215805036,5.352504586431906,-7.582857833975199,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,9,0,-9.915862967648895,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.ssc.2005.01.044
10.1016_j.ssc.2007.10.012__sample_24822,5300,10.1016/j.ssc.2007.10.012,24822,,,CaMnO3,unknown,n,"estimated from Seebeck sign: positive=0, negative=15, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=15, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.004011147438772423,-5.518677934262866,relative_scale,empirical_group_baseline,15,15,327.252,1028.995,701.7429999999999,265.26557613172804,424.99362584063124,9.120584384050431,1.1078367786555523,1.6426773584852636,-0.27381749836930225,-9.473903143468002e-16,1.7003326053032315,5.4757683584741095,0.00251642579999259,12,3,880.3158547610592,946.5186143248026,0.890129371390122,2.386139961465909,-47.24556810289593,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0005608519,,0.002004227,6.806331633990778e-07,,True,False,False,fit_and_pf_eval,15,0,-5.984915717581891,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.ssc.2007.10.012
10.1016_j.ssc.2010.11.020__sample_22250,5308,10.1016/j.ssc.2010.11.020,22250,,,ZnO,unknown,n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.022207117130747862,-3.8073424500072406,relative_scale,empirical_group_baseline,26,26,316.287,1172.446,856.1589999999999,1219.6499502264082,1639.9427798562706,1.1078410036179276,0.9646621674984096,1.0996052613417704,-0.8523802447212379,2.049642507000289e-16,1.121381736966196,3.0690919526949694,0.013663976583174914,20,6,3206.3338170406805,3367.405524692795,0.8702373605931383,2.138925546569223,-50.29593564790287,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0002680456,10.05247,0.00359544,6.522108575562088e-05,0.005002298650737948,False,False,False,fit_only,26,0,-4.29299235569801,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1016/j.ssc.2010.11.020
10.1016_j.ssc.2013.03.013__sample_7575,5318,10.1016/j.ssc.2013.03.013,7575,,,Bi2S2.95Se0.05,unknown,n,"estimated from Seebeck sign: positive=0, negative=6, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=6, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.0012821338213480846,-6.659229541104477,relative_scale,empirical_group_baseline,6,6,325.61,573.171,247.56100000000004,147.6425410815238,211.63066771686178,2.3365427066389572,1.317859636702722,1.509678580566549,-0.15652863318114085,-1.4802973661668755e-15,1.6537700263173583,5.226647328366133,,4,2,,,,,,not_enough_points,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0005814947,0.5821127,0.01526502,7.558335645056029e-06,0.004853277891736501,False,False,False,fit_only,6,0,,large fit MAPE; large fit log RMSE,https://doi.org/10.1016/j.ssc.2013.03.013
10.1016_j.ssi.2020.115322__sample_33267,27877,10.1016/j.ssi.2020.115322,33267,,,(Cu2S)0.99(Cu5FeS4)0.01,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.018772096346153195,-3.9753837486236954,relative_scale,empirical_group_baseline,14,14,303.624,920.535,616.911,510.8335986931851,576.9220878590463,0.805268481277236,0.7420777541467986,0.8171748466686344,-0.4840162936327972,-4.440892098500626e-16,0.8480224153600715,2.3350245742278695,0.013535267673203332,11,3,1060.5175601889134,1060.6768416206764,0.7810766076907161,1.5310980080512582,-2856.1486206389172,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0002454545,0.507885,0.076316,8.158621565064329e-05,,True,False,False,fit_and_pf_eval,14,0,-4.302456579738808,large holdout log RMSE,https://doi.org/10.1016/j.ssi.2020.115322
10.1016_s0025-5408_96_00149-3__sample_5498,3792,10.1016/s0025-5408(96)00149-3,5498,,,Sb1.51Bi0.49Te3,unknown,p,"estimated from Seebeck sign: positive=34, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=34, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,8.347113080611614,2.1219157402324003,relative_scale,empirical_group_baseline,69,69,101.82,376.466,274.646,150997.93757528457,176786.066576924,0.5265201917233358,0.4251845865225013,0.5203569378493423,-0.25665924141347696,-1.2872151010146743e-16,0.5241691275525845,1.6890548760402193,10.615889283077985,55,14,395113.8543078831,396993.8360603292,2.2743303200848977,1.1859383526217073,-80.7611524512034,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,3.982143e-05,,,0.0010842056586419394,,True,False,False,fit_and_pf_eval,69,0,2.362351867725143,large holdout log RMSE,https://doi.org/10.1016/s0025-5408%2896%2900149-3
10.1016_s0025-5408_96_00149-3__sample_5500,3792,10.1016/s0025-5408(96)00149-3,5500,,,Sb1.51Bi0.49Te3,unknown,p,"estimated from Seebeck sign: positive=37, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=37, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,2.3715074190395624,0.8635257947470353,relative_scale,empirical_group_baseline,34,34,100.092,367.523,267.43100000000004,62388.246694067464,69330.26375343728,0.665508655473893,0.5607395206139725,0.6222205831547085,-0.29477181752434367,2.0898315757650005e-16,0.6315778087204253,1.8805754279768683,2.9856488041819293,27,7,104036.53076946984,104100.56381448654,2.062626237141159,1.119194673731991,-201.00282223049123,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,5.894279e-05,,,0.0008786898744125751,,True,False,False,fit_and_pf_eval,34,0,1.0938170780612428,large holdout log RMSE,https://doi.org/10.1016/s0025-5408%2896%2900149-3
10.1016_s0272-8842_99_00089-9__sample_19842,7289,10.1016/s0272-8842(99)00089-9,19842,,,B4C,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.003385098607854816,-5.688372242213592,relative_scale,empirical_group_baseline,7,7,291.288,1488.793,1197.5049999999999,171.14527298973923,216.96194769932998,5.426750349801905,1.2893603444502744,1.7027951203877323,-0.40447407141088565,-2.5376526277146434e-16,1.8392289396245156,6.291685121143234,,5,2,,,,,,not_enough_points,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.000318079,,,4.904953956988742e-05,,False,False,False,fit_only,7,0,,large fit MAPE; large fit log RMSE,https://doi.org/10.1016/s0272-8842%2899%2900089-9
10.1016_s0272-8842_99_00089-9__sample_19843,7289,10.1016/s0272-8842(99)00089-9,19843,,,B4C,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.01038427494090828,-4.567462642010725,relative_scale,empirical_group_baseline,7,7,307.453,1477.349,1169.896,562.7027664065065,759.115747713963,5.290526691169947,1.2960402305863166,1.7221400042613857,-0.38480735793200527,6.344131569286609e-16,1.8601238023288418,6.4245320942316955,,5,2,,,,,,not_enough_points,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0003010412,,,0.00016156433039016445,,False,False,False,fit_only,7,0,,large fit MAPE; large fit log RMSE,https://doi.org/10.1016/s0272-8842%2899%2900089-9
