sample_key,DOI,paper_title,year,sample_id,composition,material_system,n_or_p,n_or_p_confidence_step6,np_basis_auto_step9,additive_auto_step9,structure_auto_step9,nanocarbon_type_auto_step9,zt_max_observed_step9,thermal_conductivity_min_observed_step9,review_priority_score_step9,review_priority_tier_step9,review_priority_reason_step9,paper_checked_step9,additive_manual_step9,structure_manual_step9,np_type_paper_manual_step9,np_basis_paper_manual_step9,manual_review_note_step9,SID,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,np_basis_source_step9,np_checked_in_paper_step9,np_check_note_step9,sintering_method,sintering_checked,record_checked,sintering_status_step9,sintering_note_step9,sintering_keyword_detected_step9,additive_evidence_auto_step9,additive_keyword_detected_step9,structure_evidence_auto_step9,structure_keyword_detected_step9,nanocarbon_keyword_detected_step9,nanocarbon_evidence_auto_step9,rare_metal_flag_auto_step9,rare_metal_elements_auto_step9,toxicity_flag_auto_step9,toxicity_elements_auto_step9,rare_metal_note_manual_step9,toxicity_note_manual_step9,sigma_or_rho_point_count_step9,seebeck_point_count_step9,candidate_priority_tier_step8,fitting_source_preference_step8,valid_sigma_or_rho_point_count_step8,sigma_or_rho_temperature_span_step8,paper_check_date_step9,paper_check_scope_step9,needs_sintering_check_later_step9,text_for_literature_hint_step9,has_electrical_conductivity,has_electrical_resistivity,has_sigma_or_rho,has_seebeck,has_thermal_conductivity,has_zt,has_kappa_or_zt,electrical_conductivity_curve_count,electrical_resistivity_curve_count,seebeck_curve_count_step5,thermal_conductivity_curve_count,zt_curve_count,electrical_conductivity_point_count,electrical_resistivity_point_count,sigma_or_rho_point_count,seebeck_point_count_step5,thermal_conductivity_point_count,zt_point_count,kappa_or_zt_point_count,is_learning_candidate_step5,learning_candidate_reason_step5,n_or_p_prior,n_or_p_basis_prior,seebeck_positive_count,seebeck_negative_count,seebeck_zero_count,seebeck_valid_count,seebeck_curve_count,seebeck_point_count,seebeck_abs_like_curve_count,seebeck_parse_failed_curve_count,seebeck_sign_mixed_flag,sintering_method_prior_step7,sintering_checked_prior_step7,record_checked_prior_step7,sintering_status_step7,sintering_note_step7,sigma_curve_count_step8,rho_curve_count_step8,sigma_or_rho_curve_count_step8,sigma_point_count_step8,rho_point_count_step8,sigma_or_rho_point_count_step8,valid_sigma_point_count_step8,valid_rho_point_count_step8,nonpositive_sigma_point_count_step8,nonpositive_rho_point_count_step8,nonpositive_sigma_or_rho_point_count_step8,sigma_temperature_min_step8,sigma_temperature_max_step8,rho_temperature_min_step8,rho_temperature_max_step8,sigma_or_rho_temperature_min_step8,sigma_or_rho_temperature_max_step8,sigma_rho_parse_failed_curve_count_step8,sigma_rho_xy_mismatch_curve_count_step8,has_valid_sigma_step8,has_valid_rho_step8,has_valid_sigma_or_rho_step8,has_seebeck_step8,has_thermal_conductivity_step8,has_zt_step8,has_kappa_or_zt_step8,seebeck_curve_count_step8,thermal_conductivity_curve_count_step8,zt_curve_count_step8,seebeck_point_count_step8,thermal_conductivity_point_count_step8,zt_point_count_step8,kappa_or_zt_point_count_step8,is_tau_fitting_candidate_step8,is_full_learning_candidate_step8,is_initial_tau_fit_candidate_step8,fitting_source_reason_step8,learning_candidate_reason_step8,zt_point_count_step9,thermal_conductivity_point_count_step9,doi_url
10.1016_j.nanoen.2015.07.012__sample_14067,10.1016/j.nanoen.2015.07.012,,,14067,Cu2Se,unknown,p,high,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.822264,0.3885842,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,4127,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Se,True,Se,,,21,21,A,Electrical conductivity,21,553.2028,,not checked,no,Cu2Se | unknown | Cu2Se | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Cu2Se | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Cu2Se | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Cu2Se | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,21,0,21,21,21,21,42,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,21,0,0,21,1,21,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,21,0,21,21,0,0,0,0,300.8909,854.0937,0.0,0.0,300.8909,854.0937,0,0,True,False,True,True,True,True,True,1,1,1,21,21,21,42,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",21.0,21.0,https://doi.org/10.1016/j.nanoen.2015.07.012
10.1002_adfm.201908315__sample_36218,10.1002/adfm.201908315,,,36218,Cu1.96Se0.88S0.12,unknown,p,high,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.82068,0.6844677,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,24752,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Se,True,Se,,,15,15,A,Electrical conductivity,15,699.3918000000001,,not checked,no,Cu1.96Se0.88S0.12 | unknown | Cu1.96Se0.88S0.12 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Cu1.96Se0.88S0.12 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Cu1.96Se0.88S0.12 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Cu1.96Se0.88S0.12 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,15,0,15,15,15,15,30,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,15,0,0,15,1,15,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,15,0,15,15,0,0,0,0,298.9482,998.34,0.0,0.0,298.9482,998.34,0,0,True,False,True,True,True,True,True,1,1,1,15,15,15,30,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",15.0,15.0,https://doi.org/10.1002/adfm.201908315
10.1016_j.mtphys.2021.100497__sample_45590,10.1016/j.mtphys.2021.100497,,,45590,Ge0.89Al0.01Sb0.1Te,unknown,p,high,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.81912,1.326575,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,37450,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Ge, Sb, Te",True,"Sb, Te",,,11,11,A,Electrical conductivity,11,473.28170000000006,,not checked,no,Ge0.89Al0.01Sb0.1Te | unknown | Ge0.89Al0.01Sb0.1Te | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Ge0.89Al0.01Sb0.1Te | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Ge0.89Al0.01Sb0.1Te | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Ge0.89Al0.01Sb0.1Te | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,11,0,11,11,11,11,22,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,11,0,0,11,1,11,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,11,0,11,11,0,0,0,0,299.9423,773.224,0.0,0.0,299.9423,773.224,0,0,True,False,True,True,True,True,True,1,1,1,11,11,11,22,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,11.0,https://doi.org/10.1016/j.mtphys.2021.100497
10.1002_aenm.201601450__sample_3192,10.1002/aenm.201601450,,,3192,PbTe0.85Se0.15Na0.02,unknown,p,high,"estimated from Seebeck sign: positive=18, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.817848,1.202597,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,18492,"estimated from Seebeck sign: positive=18, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=18, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Se, Te",True,"Pb, Se, Te",,,37,18,A,Electrical conductivity,37,542.2462,,not checked,no,PbTe0.85Se0.15Na0.02 | unknown | PbTe0.85Se0.15Na0.02 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | PbTe0.85Se0.15Na0.02 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | PbTe0.85Se0.15Na0.02 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | PbTe0.85Se0.15Na0.02 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,2,0,1,2,2,37,0,37,18,34,33,67,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,18,0,0,18,1,18,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",2,0,2,37,0,37,37,0,0,0,0,304.986,847.2322,0.0,0.0,304.986,847.2322,0,0,True,False,True,True,True,True,True,1,2,2,18,34,33,67,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",33.0,34.0,https://doi.org/10.1002/aenm.201601450
10.1016_j.actamat.2016.04.050__sample_14481,10.1016/j.actamat.2016.04.050,,,14481,Cu2Se,unknown,p,high,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.816435,0.3868787,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,5869,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Se,True,Se,,,20,19,A,Electrical conductivity,20,552.23,,not checked,no,Cu2Se | unknown | Cu2Se | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Cu2Se | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Cu2Se | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Cu2Se | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,20,0,20,19,19,20,39,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,19,0,0,19,1,19,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,20,0,20,20,0,0,0,0,302.1061,854.3361,0.0,0.0,302.1061,854.3361,0,0,True,False,True,True,True,True,True,1,1,1,19,19,20,39,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",20.0,19.0,https://doi.org/10.1016/j.actamat.2016.04.050
10.1039_d0ta02758h__sample_38441,10.1039/d0ta02758h,,,38441,Ge0.96Bi0.08Te1.08,unknown,p,high,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.814374,1.473372,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,29734,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Bi, Ge, Te",True,Te,,,11,11,A,Electrical conductivity,11,488.0947,,not checked,no,Ge0.96Bi0.08Te1.08 | unknown | Ge0.96Bi0.08Te1.08 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Ge0.96Bi0.08Te1.08 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Ge0.96Bi0.08Te1.08 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Ge0.96Bi0.08Te1.08 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,11,0,11,11,11,11,22,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,11,0,0,11,1,11,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,11,0,11,11,0,0,0,0,297.6752,785.7699,0.0,0.0,297.6752,785.7699,0,0,True,False,True,True,True,True,True,1,1,1,11,11,11,22,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,11.0,https://doi.org/10.1039/d0ta02758h
10.1016_j.scriptamat.2020.03.018__sample_28476,10.1016/j.scriptamat.2020.03.018,,,28476,Ge0.94Bi0.06Te,unknown,p,high,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.812089,1.226636,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,27531,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Bi, Ge, Te",True,Te,,,10,10,A,Electrical conductivity,10,420.5291,,not checked,no,Ge0.94Bi0.06Te | unknown | Ge0.94Bi0.06Te | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Ge0.94Bi0.06Te | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Ge0.94Bi0.06Te | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Ge0.94Bi0.06Te | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,10,0,10,10,10,10,20,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,10,0,0,10,1,10,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,10,0,10,10,0,0,0,0,303.796,724.3251,0.0,0.0,303.796,724.3251,0,0,True,False,True,True,True,True,True,1,1,1,10,10,10,20,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",10.0,10.0,https://doi.org/10.1016/j.scriptamat.2020.03.018
10.1016_j.scriptamat.2020.03.018__sample_28474,10.1016/j.scriptamat.2020.03.018,,,28474,Ge0.94Bi0.06Te,unknown,p,high,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.810529,1.230159,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,27531,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Bi, Ge, Te",True,Te,,,10,10,A,Electrical conductivity,10,419.4313,,not checked,no,Ge0.94Bi0.06Te | unknown | Ge0.94Bi0.06Te | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Ge0.94Bi0.06Te | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Ge0.94Bi0.06Te | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Ge0.94Bi0.06Te | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,10,0,10,10,10,10,20,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,10,0,0,10,1,10,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,10,0,10,10,0,0,0,0,303.5545,722.9858,0.0,0.0,303.5545,722.9858,0,0,True,False,True,True,True,True,True,1,1,1,10,10,10,20,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",10.0,10.0,https://doi.org/10.1016/j.scriptamat.2020.03.018
10.1016_j.mtphys.2021.100444__sample_45585,10.1016/j.mtphys.2021.100444,,,45585,(Ge0.9Sb0.1Te)0.995(FeTe2)0.005,unknown,p,high,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.801592,1.387097,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,37456,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Ge, Sb, Te",True,"Sb, Te",,,11,11,A,Electrical conductivity,11,469.55780000000004,,not checked,no,(Ge0.9Sb0.1Te)0.995(FeTe2)0.005 | unknown | (Ge0.9Sb0.1Te)0.995(FeTe2)0.005 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | (Ge0.9Sb0.1Te)0.995(FeTe2)0.005 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | (Ge0.9Sb0.1Te)0.995(FeTe2)0.005 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | (Ge0.9Sb0.1Te)0.995(FeTe2)0.005 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,11,0,11,11,11,11,22,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,11,0,0,11,1,11,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,11,0,11,11,0,0,0,0,301.0734,770.6312,0.0,0.0,301.0734,770.6312,0,0,True,False,True,True,True,True,True,1,1,1,11,11,11,22,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,11.0,https://doi.org/10.1016/j.mtphys.2021.100444
10.1021_jacs.8b12450__sample_45320,10.1021/jacs.8b12450,,,45320,Sn0.98Na0.02Se0.985Te0.015,unknown,p,high,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.800587,0.5742368,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,38444,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Se, Te",True,"Se, Te",,,12,12,A,Electrical conductivity,12,492.17810000000003,,not checked,no,Sn0.98Na0.02Se0.985Te0.015 | unknown | Sn0.98Na0.02Se0.985Te0.015 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Sn0.98Na0.02Se0.985Te0.015 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Sn0.98Na0.02Se0.985Te0.015 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Sn0.98Na0.02Se0.985Te0.015 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,12,0,12,12,12,12,24,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,12,0,0,12,1,12,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,12,0,12,12,0,0,0,0,300.6017,792.7798,0.0,0.0,300.6017,792.7798,0,0,True,False,True,True,True,True,True,1,1,1,12,12,12,24,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",12.0,12.0,https://doi.org/10.1021/jacs.8b12450
10.1016_j.nanoen.2019.104347__sample_36246,10.1016/j.nanoen.2019.104347,,,36246,Ge0.84Cu0.06Sb0.10Te,unknown,p,high,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.800392,1.281745,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,23841,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Ge, Sb, Te",True,"Sb, Te",,,11,11,A,Electrical conductivity,11,500.2045,,not checked,no,Ge0.84Cu0.06Sb0.10Te | unknown | Ge0.84Cu0.06Sb0.10Te | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Ge0.84Cu0.06Sb0.10Te | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Ge0.84Cu0.06Sb0.10Te | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Ge0.84Cu0.06Sb0.10Te | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,11,0,11,11,11,11,22,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,11,0,0,11,1,11,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,11,0,11,11,0,0,0,0,299.6361,799.8406,0.0,0.0,299.6361,799.8406,0,0,True,False,True,True,True,True,True,1,1,1,11,11,11,22,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,11.0,https://doi.org/10.1016/j.nanoen.2019.104347
10.1021_jacs.8b10448__sample_45160,10.1021/jacs.8b10448,,,45160,(PbSe0.998Br0.002)97.24(Cu2Se)2.76,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.798883,0.852381,100,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo; -5 rare metal memo,no,,,,,,38443,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Se,True,"Pb, Se",,,12,12,A,Electrical conductivity,12,493.95970000000005,,not checked,no,(PbSe0.998Br0.002)97.24(Cu2Se)2.76 | unknown | (PbSe0.998Br0.002)97.24(Cu2Se)2.76 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | (PbSe0.998Br0.002)97.24(Cu2Se)2.76 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | (PbSe0.998Br0.002)97.24(Cu2Se)2.76 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | (PbSe0.998Br0.002)97.24(Cu2Se)2.76 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,12,0,12,12,12,12,24,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,12,0,12,1,12,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,12,0,12,12,0,0,0,0,318.1208,812.0805,0.0,0.0,318.1208,812.0805,0,0,True,False,True,True,True,True,True,1,1,1,12,12,12,24,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",12.0,12.0,https://doi.org/10.1021/jacs.8b10448
