review_group_key_step9,DOI,SID_list,paper_title,year,sample_count,initial_tau_fit_sample_count,learning_candidate_sample_count,max_review_priority_score_step9,max_zt_observed_step9,nanocarbon_sample_count,additive_keyword_sample_count,structure_keyword_sample_count,p_sample_count,n_sample_count,mixed_sample_count,unknown_sample_count,top_sample_keys,review_priority_tier_step9,paper_review_reason_step9,paper_checked_step9,doi_url
DOI:10.1016/j.jallcom.2015.10.021,10.1016/j.jallcom.2015.10.021,9762,,,4,4,4,70,0.6909685,0,0,0,0,4,0,0,"10.1016_j.jallcom.2015.10.021__sample_2795, 10.1016_j.jallcom.2015.10.021__sample_2798, 10.1016_j.jallcom.2015.10.021__sample_2794, 10.1016_j.jallcom.2015.10.021__sample_2797",B,max score=70; samples=4,no,https://doi.org/10.1016/j.jallcom.2015.10.021
DOI:10.1016/j.jallcom.2015.09.082,10.1016/j.jallcom.2015.09.082,9758,,,7,7,7,70,0.5529278,0,0,0,0,7,0,0,"10.1016_j.jallcom.2015.09.082__sample_12542, 10.1016_j.jallcom.2015.09.082__sample_12543, 10.1016_j.jallcom.2015.09.082__sample_12459, 10.1016_j.jallcom.2015.09.082__sample_12460, 10.1016_j.jallcom.2015.09.082__sample_12461, 10.1016_j.jallcom.2015.09.082__sample_12462, 10.1016_j.jallcom.2015.09.082__sample_12541",B,max score=70; samples=7,no,https://doi.org/10.1016/j.jallcom.2015.09.082
DOI:10.1016/j.jallcom.2015.08.195,10.1016/j.jallcom.2015.08.195,9755,,,3,3,3,70,,0,0,0,3,0,0,0,"10.1016_j.jallcom.2015.08.195__sample_25201, 10.1016_j.jallcom.2015.08.195__sample_25203, 10.1016_j.jallcom.2015.08.195__sample_25204",B,max score=70; samples=3,no,https://doi.org/10.1016/j.jallcom.2015.08.195
DOI:10.2497/jjspm.54.3,10.2497/jjspm.54.3,1021,,,5,5,5,70,,0,0,0,0,5,0,0,"10.2497_jjspm.54.3__sample_21690, 10.2497_jjspm.54.3__sample_21692, 10.2497_jjspm.54.3__sample_21694, 10.2497_jjspm.54.3__sample_21696, 10.2497_jjspm.54.3__sample_21697",B,max score=70; samples=5,no,https://doi.org/10.2497/jjspm.54.3
DOI:10.1039/c5tc02837j,10.1039/c5tc02837j,2856,,,5,5,5,70,,0,0,0,5,0,0,0,"10.1039_c5tc02837j__sample_1835, 10.1039_c5tc02837j__sample_1836, 10.1039_c5tc02837j__sample_1837, 10.1039_c5tc02837j__sample_1838, 10.1039_c5tc02837j__sample_1839",B,max score=70; samples=5,no,https://doi.org/10.1039/c5tc02837j
DOI:10.3365/kjmm.2021.59.8.560,10.3365/kjmm.2021.59.8.560,37544,,,4,4,4,70,0.8043217,0,0,0,4,0,0,0,"10.3365_kjmm.2021.59.8.560__sample_45297, 10.3365_kjmm.2021.59.8.560__sample_45298, 10.3365_kjmm.2021.59.8.560__sample_45299, 10.3365_kjmm.2021.59.8.560__sample_45300",B,max score=70; samples=4,no,https://doi.org/10.3365/kjmm.2021.59.8.560
DOI:10.2497/jjspm.59.185,10.2497/jjspm.59.185,1052,,,2,2,2,70,0.3952292,0,0,0,0,2,0,0,"10.2497_jjspm.59.185__sample_15812, 10.2497_jjspm.59.185__sample_15813",B,max score=70; samples=2,no,https://doi.org/10.2497/jjspm.59.185
DOI:10.1016/j.intermet.2015.02.004,10.1016/j.intermet.2015.02.004,8692,,,9,9,9,70,,0,0,0,9,0,0,0,"10.1016_j.intermet.2015.02.004__sample_22794, 10.1016_j.intermet.2015.02.004__sample_22795, 10.1016_j.intermet.2015.02.004__sample_22796, 10.1016_j.intermet.2015.02.004__sample_22797, 10.1016_j.intermet.2015.02.004__sample_22798, 10.1016_j.intermet.2015.02.004__sample_22799, 10.1016_j.intermet.2015.02.004__sample_22800, 10.1016_j.intermet.2015.02.004__sample_22801, 10.1016_j.intermet.2015.02.004__sample_22802",B,max score=70; samples=9,no,https://doi.org/10.1016/j.intermet.2015.02.004
DOI:10.2497/jjspm.60.354,10.2497/jjspm.60.354,1057,,,8,8,8,70,,0,0,0,0,8,0,0,"10.2497_jjspm.60.354__sample_30717, 10.2497_jjspm.60.354__sample_30718, 10.2497_jjspm.60.354__sample_30719, 10.2497_jjspm.60.354__sample_30720, 10.2497_jjspm.60.354__sample_30721, 10.2497_jjspm.60.354__sample_30725, 10.2497_jjspm.60.354__sample_30728, 10.2497_jjspm.60.354__sample_30730",B,max score=70; samples=8,no,https://doi.org/10.2497/jjspm.60.354
DOI:10.1007/s11664-010-1214-4,10.1007/s11664-010-1214-4,10668,,,2,2,2,70,,0,0,0,1,1,0,0,"10.1007_s11664-010-1214-4__sample_33812, 10.1007_s11664-010-1214-4__sample_33815",B,max score=70; samples=2,no,https://doi.org/10.1007/s11664-010-1214-4
DOI:10.3938/jkps.60.1735,10.3938/jkps.60.1735,3568,,,2,2,2,70,0.9948487,0,0,0,2,0,0,0,"10.3938_jkps.60.1735__sample_13272, 10.3938_jkps.60.1735__sample_13275",B,max score=70; samples=2,no,https://doi.org/10.3938/jkps.60.1735
DOI:10.1039/d0dt03368e,10.1039/d0dt03368e,29058,,,4,4,4,70,,0,0,0,4,0,0,0,"10.1039_d0dt03368e__sample_36307, 10.1039_d0dt03368e__sample_36308, 10.1039_d0dt03368e__sample_36309, 10.1039_d0dt03368e__sample_36310",B,max score=70; samples=4,no,https://doi.org/10.1039/d0dt03368e
DOI:10.1016/j.cap.2008.03.010,10.1016/j.cap.2008.03.010,742,,,3,3,3,70,,0,0,0,3,0,0,0,"10.1016_j.cap.2008.03.010__sample_19081, 10.1016_j.cap.2008.03.010__sample_19082, 10.1016_j.cap.2008.03.010__sample_19083",B,max score=70; samples=3,no,https://doi.org/10.1016/j.cap.2008.03.010
DOI:10.1016/j.bsecv.2020.03.006,10.1016/j.bsecv.2020.03.006,37825,,,5,5,5,70,,0,0,0,5,0,0,0,"10.1016_j.bsecv.2020.03.006__sample_44375, 10.1016_j.bsecv.2020.03.006__sample_44376, 10.1016_j.bsecv.2020.03.006__sample_44377, 10.1016_j.bsecv.2020.03.006__sample_44378, 10.1016_j.bsecv.2020.03.006__sample_44379",B,max score=70; samples=5,no,https://doi.org/10.1016/j.bsecv.2020.03.006
DOI:10.1016/j.jmst.2021.01.040,10.1016/j.jmst.2021.01.040,32402,,,7,7,7,70,0.8760234,0,0,0,7,0,0,0,"10.1016_j.jmst.2021.01.040__sample_45827, 10.1016_j.jmst.2021.01.040__sample_45828, 10.1016_j.jmst.2021.01.040__sample_45829, 10.1016_j.jmst.2021.01.040__sample_45823, 10.1016_j.jmst.2021.01.040__sample_45824, 10.1016_j.jmst.2021.01.040__sample_45825, 10.1016_j.jmst.2021.01.040__sample_45826",B,max score=70; samples=7,no,https://doi.org/10.1016/j.jmst.2021.01.040
DOI:10.1016/j.apsusc.2020.145478,10.1016/j.apsusc.2020.145478,23622,,,2,2,2,70,0.5748744,0,0,0,0,2,0,0,"10.1016_j.apsusc.2020.145478__sample_27476, 10.1016_j.apsusc.2020.145478__sample_27477",B,max score=70; samples=2,no,https://doi.org/10.1016/j.apsusc.2020.145478
DOI:10.1016/j.jallcom.2014.06.190,10.1016/j.jallcom.2014.06.190,1782,,,3,3,3,70,,0,0,0,3,0,0,0,"10.1016_j.jallcom.2014.06.190__sample_19201, 10.1016_j.jallcom.2014.06.190__sample_19202, 10.1016_j.jallcom.2014.06.190__sample_19203",B,max score=70; samples=3,no,https://doi.org/10.1016/j.jallcom.2014.06.190
DOI:10.1016/j.jmst.2021.02.072,10.1016/j.jmst.2021.02.072,37168,,,5,5,5,70,0.9119104,0,0,0,5,0,0,0,"10.1016_j.jmst.2021.02.072__sample_46698, 10.1016_j.jmst.2021.02.072__sample_46699, 10.1016_j.jmst.2021.02.072__sample_46700, 10.1016_j.jmst.2021.02.072__sample_46701, 10.1016_j.jmst.2021.02.072__sample_46702",B,max score=70; samples=5,no,https://doi.org/10.1016/j.jmst.2021.02.072
DOI:10.3938/jkps.61.1376,10.3938/jkps.61.1376,3569,,,7,7,7,70,0.985928,0,0,0,0,7,0,0,"10.3938_jkps.61.1376__sample_30458, 10.3938_jkps.61.1376__sample_30459, 10.3938_jkps.61.1376__sample_30460, 10.3938_jkps.61.1376__sample_30461, 10.3938_jkps.61.1376__sample_30462, 10.3938_jkps.61.1376__sample_30463, 10.3938_jkps.61.1376__sample_30464",B,max score=70; samples=7,no,https://doi.org/10.3938/jkps.61.1376
DOI:10.1016/j.jallcom.2014.06.176,10.1016/j.jallcom.2014.06.176,1783,,,3,3,3,70,0.8031915,0,0,0,3,0,0,0,"10.1016_j.jallcom.2014.06.176__sample_14041, 10.1016_j.jallcom.2014.06.176__sample_14042, 10.1016_j.jallcom.2014.06.176__sample_14043",B,max score=70; samples=3,no,https://doi.org/10.1016/j.jallcom.2014.06.176
DOI:10.1016/j.jallcom.2014.05.220,10.1016/j.jallcom.2014.05.220,9708,,,4,4,4,70,,0,0,0,4,0,0,0,"10.1016_j.jallcom.2014.05.220__sample_20562, 10.1016_j.jallcom.2014.05.220__sample_20563, 10.1016_j.jallcom.2014.05.220__sample_20564, 10.1016_j.jallcom.2014.05.220__sample_20565",B,max score=70; samples=4,no,https://doi.org/10.1016/j.jallcom.2014.05.220
DOI:10.3938/jkps.63.1764,10.3938/jkps.63.1764,3574,,,3,3,3,70,0.6232258,0,0,0,3,0,0,0,"10.3938_jkps.63.1764__sample_4411, 10.3938_jkps.63.1764__sample_4412, 10.3938_jkps.63.1764__sample_4410",B,max score=70; samples=3,no,https://doi.org/10.3938/jkps.63.1764
DOI:10.2497/jjspm.61.18,10.2497/jjspm.61.18,1058,,,9,9,9,70,,0,0,0,0,9,0,0,"10.2497_jjspm.61.18__sample_30738, 10.2497_jjspm.61.18__sample_30740, 10.2497_jjspm.61.18__sample_30742, 10.2497_jjspm.61.18__sample_30749, 10.2497_jjspm.61.18__sample_30751, 10.2497_jjspm.61.18__sample_30754, 10.2497_jjspm.61.18__sample_30761, 10.2497_jjspm.61.18__sample_30763, 10.2497_jjspm.61.18__sample_30766",B,max score=70; samples=9,no,https://doi.org/10.2497/jjspm.61.18
DOI:10.1016/j.intermet.2012.07.027,10.1016/j.intermet.2012.07.027,1266,,,12,11,12,70,0.3574025,0,0,0,10,1,1,0,"10.1016_j.intermet.2012.07.027__sample_8355, 10.1016_j.intermet.2012.07.027__sample_8356, 10.1016_j.intermet.2012.07.027__sample_8357, 10.1016_j.intermet.2012.07.027__sample_8358, 10.1016_j.intermet.2012.07.027__sample_8359, 10.1016_j.intermet.2012.07.027__sample_8361, 10.1016_j.intermet.2012.07.027__sample_8362, 10.1016_j.intermet.2012.07.027__sample_8363, 10.1016_j.intermet.2012.07.027__sample_8364, 10.1016_j.intermet.2012.07.027__sample_8365",B,max score=70; samples=12,no,https://doi.org/10.1016/j.intermet.2012.07.027
DOI:10.1143/apex.4.065201,10.1143/apex.4.065201,244,,,6,6,6,70,0.4106335,0,0,0,6,0,0,0,"10.1143_apex.4.065201__sample_10389, 10.1143_apex.4.065201__sample_10390, 10.1143_apex.4.065201__sample_10391, 10.1143_apex.4.065201__sample_10392, 10.1143_apex.4.065201__sample_10388, 10.1143_apex.4.065201__sample_10394",B,max score=70; samples=6,no,https://doi.org/10.1143/apex.4.065201
DOI:10.1002/adma.201201974,10.1002/adma.201201974,6012,,,2,2,2,70,0.6586594,0,0,0,0,2,0,0,"10.1002_adma.201201974__sample_6566, 10.1002_adma.201201974__sample_6565",B,max score=70; samples=2,no,https://doi.org/10.1002/adma.201201974
DOI:10.1016/j.cap.2014.06.024,10.1016/j.cap.2014.06.024,751,,,1,1,1,70,,0,0,0,1,0,0,0,10.1016_j.cap.2014.06.024__sample_21673,B,max score=70; samples=1,no,https://doi.org/10.1016/j.cap.2014.06.024
DOI:10.1016/j.cap.2014.12.006,10.1016/j.cap.2014.12.006,752,,,12,12,12,70,0.7241913,0,0,0,0,12,0,0,"10.1016_j.cap.2014.12.006__sample_1502, 10.1016_j.cap.2014.12.006__sample_1503, 10.1016_j.cap.2014.12.006__sample_1494, 10.1016_j.cap.2014.12.006__sample_1497, 10.1016_j.cap.2014.12.006__sample_1500, 10.1016_j.cap.2014.12.006__sample_1504, 10.1016_j.cap.2014.12.006__sample_1505, 10.1016_j.cap.2014.12.006__sample_1506, 10.1016_j.cap.2014.12.006__sample_1507, 10.1016_j.cap.2014.12.006__sample_1508",B,max score=70; samples=12,no,https://doi.org/10.1016/j.cap.2014.12.006
DOI:10.1063/1.1471370,10.1063/1.1471370,9964,,,2,2,2,70,,0,0,0,0,2,0,0,"10.1063_1.1471370__sample_2229, 10.1063_1.1471370__sample_2228",B,max score=70; samples=2,no,https://doi.org/10.1063/1.1471370
DOI:10.1016/j.jallcom.2014.09.016,10.1016/j.jallcom.2014.09.016,1791,,,3,3,3,70,,0,0,0,3,0,0,0,"10.1016_j.jallcom.2014.09.016__sample_10156, 10.1016_j.jallcom.2014.09.016__sample_10134, 10.1016_j.jallcom.2014.09.016__sample_34112",B,max score=70; samples=3,no,https://doi.org/10.1016/j.jallcom.2014.09.016
DOI:10.1143/jjap.46.1071,10.1143/jjap.46.1071,1419,,,6,6,6,70,,0,0,0,6,0,0,0,"10.1143_jjap.46.1071__sample_26747, 10.1143_jjap.46.1071__sample_26749, 10.1143_jjap.46.1071__sample_26750, 10.1143_jjap.46.1071__sample_26751, 10.1143_jjap.46.1071__sample_26752, 10.1143_jjap.46.1071__sample_26753",B,max score=70; samples=6,no,https://doi.org/10.1143/jjap.46.1071
DOI:10.2497/jjspm.55.90,10.2497/jjspm.55.90,1034,,,4,4,4,70,,0,0,0,4,0,0,0,"10.2497_jjspm.55.90__sample_18783, 10.2497_jjspm.55.90__sample_18784, 10.2497_jjspm.55.90__sample_18785, 10.2497_jjspm.55.90__sample_18786",B,max score=70; samples=4,no,https://doi.org/10.2497/jjspm.55.90
DOI:10.2497/jjspm.57.224,10.2497/jjspm.57.224,1043,,,2,2,2,70,,0,0,0,2,0,0,0,"10.2497_jjspm.57.224__sample_33530, 10.2497_jjspm.57.224__sample_33531",B,max score=70; samples=2,no,https://doi.org/10.2497/jjspm.57.224
DOI:10.1016/j.cej.2020.124763,10.1016/j.cej.2020.124763,27521,,,9,7,9,70,0.8387097,0,0,0,0,7,2,0,"10.1016_j.cej.2020.124763__sample_28270, 10.1016_j.cej.2020.124763__sample_28271, 10.1016_j.cej.2020.124763__sample_28284, 10.1016_j.cej.2020.124763__sample_28285, 10.1016_j.cej.2020.124763__sample_28286, 10.1016_j.cej.2020.124763__sample_28268, 10.1016_j.cej.2020.124763__sample_28272, 10.1016_j.cej.2020.124763__sample_28273, 10.1016_j.cej.2020.124763__sample_28274",B,max score=70; samples=9,no,https://doi.org/10.1016/j.cej.2020.124763
DOI:10.1016/j.jallcom.2015.01.025,10.1016/j.jallcom.2015.01.025,1799,,,11,11,11,70,0.5657997,0,0,0,11,0,0,0,"10.1016_j.jallcom.2015.01.025__sample_14096, 10.1016_j.jallcom.2015.01.025__sample_14105, 10.1016_j.jallcom.2015.01.025__sample_14097, 10.1016_j.jallcom.2015.01.025__sample_14098, 10.1016_j.jallcom.2015.01.025__sample_14099, 10.1016_j.jallcom.2015.01.025__sample_14100, 10.1016_j.jallcom.2015.01.025__sample_14101, 10.1016_j.jallcom.2015.01.025__sample_14102, 10.1016_j.jallcom.2015.01.025__sample_14103, 10.1016_j.jallcom.2015.01.025__sample_14104",B,max score=70; samples=11,no,https://doi.org/10.1016/j.jallcom.2015.01.025
DOI:10.1016/j.cej.2020.124295,10.1016/j.cej.2020.124295,24704,,,3,3,3,70,0.6885587,0,0,0,0,3,0,0,"10.1016_j.cej.2020.124295__sample_28870, 10.1016_j.cej.2020.124295__sample_28869, 10.1016_j.cej.2020.124295__sample_28871",B,max score=70; samples=3,no,https://doi.org/10.1016/j.cej.2020.124295
DOI:10.1016/j.jallcom.2009.05.032,10.1016/j.jallcom.2009.05.032,1630,,,10,10,10,70,0.09235863,0,0,0,1,9,0,0,"10.1016_j.jallcom.2009.05.032__sample_20385, 10.1016_j.jallcom.2009.05.032__sample_20386, 10.1016_j.jallcom.2009.05.032__sample_20387, 10.1016_j.jallcom.2009.05.032__sample_20388, 10.1016_j.jallcom.2009.05.032__sample_20389, 10.1016_j.jallcom.2009.05.032__sample_20390, 10.1016_j.jallcom.2009.05.032__sample_20391, 10.1016_j.jallcom.2009.05.032__sample_20392, 10.1016_j.jallcom.2009.05.032__sample_20393, 10.1016_j.jallcom.2009.05.032__sample_20394",B,max score=70; samples=10,no,https://doi.org/10.1016/j.jallcom.2009.05.032
DOI:10.1039/c5tc02318a,10.1039/c5tc02318a,2858,,,5,5,5,70,,0,0,0,0,5,0,0,"10.1039_c5tc02318a__sample_26475, 10.1039_c5tc02318a__sample_26476, 10.1039_c5tc02318a__sample_26477, 10.1039_c5tc02318a__sample_26478, 10.1039_c5tc02318a__sample_26479",B,max score=70; samples=5,no,https://doi.org/10.1039/c5tc02318a
DOI:10.1016/j.jallcom.2014.12.141,10.1016/j.jallcom.2014.12.141,1797,,,6,6,6,70,,0,0,0,0,6,0,0,"10.1016_j.jallcom.2014.12.141__sample_25939, 10.1016_j.jallcom.2014.12.141__sample_25940, 10.1016_j.jallcom.2014.12.141__sample_25942, 10.1016_j.jallcom.2014.12.141__sample_25945, 10.1016_j.jallcom.2014.12.141__sample_25946, 10.1016_j.jallcom.2014.12.141__sample_25952",B,max score=70; samples=6,no,https://doi.org/10.1016/j.jallcom.2014.12.141
DOI:10.1016/j.jmat.2020.12.015,10.1016/j.jmat.2020.12.015,49906,,,14,14,14,70,0.8469,0,0,0,7,7,0,0,"10.1016_j.jmat.2020.12.015__sample_84504, 10.1016_j.jmat.2020.12.015__sample_84506, 10.1016_j.jmat.2020.12.015__sample_84507, 10.1016_j.jmat.2020.12.015__sample_84513, 10.1016_j.jmat.2020.12.015__sample_84514, 10.1016_j.jmat.2020.12.015__sample_84515, 10.1016_j.jmat.2020.12.015__sample_84516, 10.1016_j.jmat.2020.12.015__sample_84517, 10.1016_j.jmat.2020.12.015__sample_84518, 10.1016_j.jmat.2020.12.015__sample_84519",B,max score=70; samples=14,no,https://doi.org/10.1016/j.jmat.2020.12.015
DOI:10.1016/j.ceramint.2021.08.351,10.1016/j.ceramint.2021.08.351,37172,,,6,6,6,70,0.135087,0,0,0,6,0,0,0,"10.1016_j.ceramint.2021.08.351__sample_46452, 10.1016_j.ceramint.2021.08.351__sample_46453, 10.1016_j.ceramint.2021.08.351__sample_46454, 10.1016_j.ceramint.2021.08.351__sample_46455, 10.1016_j.ceramint.2021.08.351__sample_46456, 10.1016_j.ceramint.2021.08.351__sample_46457",B,max score=70; samples=6,no,https://doi.org/10.1016/j.ceramint.2021.08.351
DOI:10.1143/jjap.45.8740,10.1143/jjap.45.8740,1417,,,12,12,12,70,,0,0,0,0,12,0,0,"10.1143_jjap.45.8740__sample_10966, 10.1143_jjap.45.8740__sample_10972, 10.1143_jjap.45.8740__sample_10967, 10.1143_jjap.45.8740__sample_10968, 10.1143_jjap.45.8740__sample_10969, 10.1143_jjap.45.8740__sample_10970, 10.1143_jjap.45.8740__sample_10971, 10.1143_jjap.45.8740__sample_10973, 10.1143_jjap.45.8740__sample_10974, 10.1143_jjap.45.8740__sample_10975",B,max score=70; samples=12,no,https://doi.org/10.1143/jjap.45.8740
DOI:10.1016/j.jmst.2013.11.008,10.1016/j.jmst.2013.11.008,2986,,,5,5,5,70,0.0007973396,0,1,0,5,0,0,0,"10.1016_j.jmst.2013.11.008__sample_28915, 10.1016_j.jmst.2013.11.008__sample_28916, 10.1016_j.jmst.2013.11.008__sample_28917, 10.1016_j.jmst.2013.11.008__sample_28918, 10.1016_j.jmst.2013.11.008__sample_28919",B,max score=70; samples=5,no,https://doi.org/10.1016/j.jmst.2013.11.008
DOI:10.2497/jjspm.57.242,10.2497/jjspm.57.242,1046,,,4,4,4,70,,0,0,0,4,0,0,0,"10.2497_jjspm.57.242__sample_16902, 10.2497_jjspm.57.242__sample_16903, 10.2497_jjspm.57.242__sample_16904, 10.2497_jjspm.57.242__sample_16905",B,max score=70; samples=4,no,https://doi.org/10.2497/jjspm.57.242
DOI:10.1016/j.jallcom.2009.04.144,10.1016/j.jallcom.2009.04.144,1629,,,6,6,6,70,,0,0,0,6,0,0,0,"10.1016_j.jallcom.2009.04.144__sample_24884, 10.1016_j.jallcom.2009.04.144__sample_24885, 10.1016_j.jallcom.2009.04.144__sample_24886, 10.1016_j.jallcom.2009.04.144__sample_24887, 10.1016_j.jallcom.2009.04.144__sample_24888, 10.1016_j.jallcom.2009.04.144__sample_24889",B,max score=70; samples=6,no,https://doi.org/10.1016/j.jallcom.2009.04.144
DOI:10.1016/j.cap.2018.11.010,10.1016/j.cap.2018.11.010,31648,,,2,2,2,70,0.6906838,0,0,0,0,2,0,0,"10.1016_j.cap.2018.11.010__sample_41409, 10.1016_j.cap.2018.11.010__sample_41410",B,max score=70; samples=2,no,https://doi.org/10.1016/j.cap.2018.11.010
DOI:10.1002/adma.201203764,10.1002/adma.201203764,161,,,5,5,5,70,0.7111111,0,0,0,0,5,0,0,"10.1002_adma.201203764__sample_1426, 10.1002_adma.201203764__sample_1427, 10.1002_adma.201203764__sample_1428, 10.1002_adma.201203764__sample_1429, 10.1002_adma.201203764__sample_1430",B,max score=70; samples=5,no,https://doi.org/10.1002/adma.201203764
DOI:10.1143/jjap.45.4131,10.1143/jjap.45.4131,1412,,,3,3,3,70,,0,0,0,3,0,0,0,"10.1143_jjap.45.4131__sample_19148, 10.1143_jjap.45.4131__sample_19149, 10.1143_jjap.45.4131__sample_19150",B,max score=70; samples=3,no,https://doi.org/10.1143/jjap.45.4131
DOI:10.2497/jjspm.59.180,10.2497/jjspm.59.180,1051,,,3,3,3,70,0.1521357,0,0,0,0,3,0,0,"10.2497_jjspm.59.180__sample_29295, 10.2497_jjspm.59.180__sample_29296, 10.2497_jjspm.59.180__sample_29297",B,max score=70; samples=3,no,https://doi.org/10.2497/jjspm.59.180
DOI:10.1016/j.ceramint.2012.02.099,10.1016/j.ceramint.2012.02.099,512,,,3,3,3,70,0.04882224,0,0,0,3,0,0,0,"10.1016_j.ceramint.2012.02.099__sample_10525, 10.1016_j.ceramint.2012.02.099__sample_10526, 10.1016_j.ceramint.2012.02.099__sample_10527",B,max score=70; samples=3,no,https://doi.org/10.1016/j.ceramint.2012.02.099
DOI:10.1155/2013/815925,10.1155/2013/815925,3057,,,4,4,4,70,0.630669,0,0,0,0,4,0,0,"10.1155_2013_815925__sample_8818, 10.1155_2013_815925__sample_8820, 10.1155_2013_815925__sample_8817, 10.1155_2013_815925__sample_8819",B,max score=70; samples=4,no,https://doi.org/10.1155/2013/815925
DOI:10.1016/j.jcrysgro.2006.10.270,10.1016/j.jcrysgro.2006.10.270,2254,,,1,1,1,70,0.1691545,0,0,0,0,1,0,0,10.1016_j.jcrysgro.2006.10.270__sample_8495,B,max score=70; samples=1,no,https://doi.org/10.1016/j.jcrysgro.2006.10.270
DOI:10.1016/j.ceramint.2017.08.091,10.1016/j.ceramint.2017.08.091,32110,,,8,8,8,70,,0,0,0,0,8,0,0,"10.1016_j.ceramint.2017.08.091__sample_43526, 10.1016_j.ceramint.2017.08.091__sample_43527, 10.1016_j.ceramint.2017.08.091__sample_43528, 10.1016_j.ceramint.2017.08.091__sample_43529, 10.1016_j.ceramint.2017.08.091__sample_43530, 10.1016_j.ceramint.2017.08.091__sample_43531, 10.1016_j.ceramint.2017.08.091__sample_43532, 10.1016_j.ceramint.2017.08.091__sample_43533",B,max score=70; samples=8,no,https://doi.org/10.1016/j.ceramint.2017.08.091
DOI:10.1016/j.enconman.2014.03.048,10.1016/j.enconman.2014.03.048,898,,,5,5,5,70,0.3256207,0,0,0,5,0,0,0,"10.1016_j.enconman.2014.03.048__sample_19114, 10.1016_j.enconman.2014.03.048__sample_19115, 10.1016_j.enconman.2014.03.048__sample_19118, 10.1016_j.enconman.2014.03.048__sample_19116, 10.1016_j.enconman.2014.03.048__sample_19117",B,max score=70; samples=5,no,https://doi.org/10.1016/j.enconman.2014.03.048
DOI:10.2320/jinstmet.ja201516,10.2320/jinstmet.ja201516,4321,,,6,5,6,70,,0,0,0,5,0,1,0,"10.2320_jinstmet.ja201516__sample_25938, 10.2320_jinstmet.ja201516__sample_25941, 10.2320_jinstmet.ja201516__sample_25947, 10.2320_jinstmet.ja201516__sample_25949, 10.2320_jinstmet.ja201516__sample_25951, 10.2320_jinstmet.ja201516__sample_25943",B,max score=70; samples=6,no,https://doi.org/10.2320/jinstmet.ja201516
DOI:10.2320/jinstmet.ja201520,10.2320/jinstmet.ja201520,4325,,,7,7,7,70,,0,0,0,3,4,0,0,"10.2320_jinstmet.ja201520__sample_20617, 10.2320_jinstmet.ja201520__sample_20618, 10.2320_jinstmet.ja201520__sample_20619, 10.2320_jinstmet.ja201520__sample_20620, 10.2320_jinstmet.ja201520__sample_20621, 10.2320_jinstmet.ja201520__sample_20622, 10.2320_jinstmet.ja201520__sample_20624",B,max score=70; samples=7,no,https://doi.org/10.2320/jinstmet.ja201520
DOI:10.2320/jinstmet.jaw201507,10.2320/jinstmet.jaw201507,4328,,,7,7,7,70,,0,0,0,0,7,0,0,"10.2320_jinstmet.jaw201507__sample_11948, 10.2320_jinstmet.jaw201507__sample_11949, 10.2320_jinstmet.jaw201507__sample_11950, 10.2320_jinstmet.jaw201507__sample_11952, 10.2320_jinstmet.jaw201507__sample_11955, 10.2320_jinstmet.jaw201507__sample_11951, 10.2320_jinstmet.jaw201507__sample_11954",B,max score=70; samples=7,no,https://doi.org/10.2320/jinstmet.jaw201507
DOI:10.1039/c6ra08035a,10.1039/c6ra08035a,31662,,,4,4,4,70,,0,0,0,4,0,0,0,"10.1039_c6ra08035a__sample_41267, 10.1039_c6ra08035a__sample_41268, 10.1039_c6ra08035a__sample_41269, 10.1039_c6ra08035a__sample_41270",B,max score=70; samples=4,no,https://doi.org/10.1039/c6ra08035a
DOI:10.1007/s11595-009-6912-5,10.1007/s11595-009-6912-5,3656,,,2,2,2,70,0.3627273,0,0,0,0,2,0,0,"10.1007_s11595-009-6912-5__sample_9214, 10.1007_s11595-009-6912-5__sample_9215",B,max score=70; samples=2,no,https://doi.org/10.1007/s11595-009-6912-5
DOI:10.1557/jmr.2011.140,10.1557/jmr.2011.140,2892,,,1,1,1,70,,0,0,0,0,1,0,0,10.1557_jmr.2011.140__sample_24693,B,max score=70; samples=1,no,https://doi.org/10.1557/jmr.2011.140
DOI:10.1016/j.jallcom.2020.155473,10.1016/j.jallcom.2020.155473,27779,,,10,10,10,70,0.9752541,0,0,0,0,10,0,0,"10.1016_j.jallcom.2020.155473__sample_31157, 10.1016_j.jallcom.2020.155473__sample_31158, 10.1016_j.jallcom.2020.155473__sample_31159, 10.1016_j.jallcom.2020.155473__sample_31164, 10.1016_j.jallcom.2020.155473__sample_31165, 10.1016_j.jallcom.2020.155473__sample_31166, 10.1016_j.jallcom.2020.155473__sample_31168, 10.1016_j.jallcom.2020.155473__sample_31169, 10.1016_j.jallcom.2020.155473__sample_31155, 10.1016_j.jallcom.2020.155473__sample_31156",B,max score=70; samples=10,no,https://doi.org/10.1016/j.jallcom.2020.155473
