sample_key,split_random_80_20_step18,split_random_70_15_15_step18,split_doi_group_80_20_step18,split_material_system_group_step18
10.1021_acsami.0c07566__sample_38190,test,valid,train,not_assigned
10.1021_acsami.0c07566__sample_38193,train,train,train,not_assigned
10.1021_acsami.0c07566__sample_38197,train,train,train,not_assigned
10.1021_acsami.0c07566__sample_38199,train,valid,train,not_assigned
10.1021_acsami.0c07566__sample_38200,train,train,train,not_assigned
10.1021_acsami.0c07566__sample_38201,train,valid,train,not_assigned
10.1021_acsami.0c09656__sample_39269,train,valid,train,not_assigned
10.1021_acsami.0c09656__sample_39270,train,train,train,not_assigned
10.1021_acsami.0c09656__sample_39271,train,train,train,not_assigned
10.1021_acsami.0c09918__sample_37157,test,test,train,not_assigned
10.1021_acsami.0c09918__sample_37159,train,train,train,not_assigned
10.1021_acsami.0c09918__sample_37160,train,train,train,not_assigned
10.1021_acsami.0c09918__sample_37161,train,train,train,not_assigned
10.1021_acsami.0c10508__sample_37052,train,train,train,not_assigned
10.1021_acsami.0c10508__sample_37053,train,train,train,not_assigned
10.1021_acsami.0c10508__sample_37054,test,train,train,not_assigned
10.1021_acsami.0c10508__sample_37056,train,train,train,not_assigned
10.1021_acsami.0c10508__sample_37057,test,train,train,not_assigned
10.1021_acsami.0c10932__sample_37259,train,test,train,not_assigned
10.1021_acsami.0c10932__sample_37271,test,train,train,not_assigned
10.1021_acsami.0c10932__sample_37272,test,train,train,not_assigned
10.1021_acsami.0c10932__sample_37273,train,valid,train,not_assigned
10.1021_acsami.0c10932__sample_37274,train,train,train,not_assigned
10.1021_acsami.0c10932__sample_37275,train,train,train,not_assigned
10.1021_acsami.0c13651__sample_37738,train,train,test,not_assigned
10.1021_acsami.0c13651__sample_37739,test,train,test,not_assigned
10.1021_acsami.0c13651__sample_37740,train,train,test,not_assigned
10.1021_acsami.0c13651__sample_37741,train,train,test,not_assigned
10.1021_acsami.0c13651__sample_37744,train,train,test,not_assigned
10.1021_acsami.0c13651__sample_37746,train,train,test,not_assigned
10.1021_acsami.0c14916__sample_36456,train,valid,test,not_assigned
10.1021_acsami.0c14916__sample_36457,train,train,test,not_assigned
10.1021_acsami.0c14916__sample_36458,test,train,test,not_assigned
10.1021_acsami.0c14916__sample_36459,train,test,test,not_assigned
10.1021_acsami.0c14916__sample_36461,train,train,test,not_assigned
10.1021_acsami.0c19387__sample_42077,train,train,train,not_assigned
10.1021_acsami.0c19387__sample_42078,test,train,train,not_assigned
10.1021_acsami.0c19387__sample_42079,train,valid,train,not_assigned
10.1021_acsami.0c19387__sample_42080,train,train,train,not_assigned
10.1021_acsami.0c19387__sample_42081,train,train,train,not_assigned
10.1021_acsami.0c19387__sample_42082,train,test,train,not_assigned
10.1021_acsami.0c19387__sample_42083,train,train,train,not_assigned
10.1021_acsami.0c19387__sample_42084,train,valid,train,not_assigned
10.1021_acsami.0c19387__sample_42085,train,train,train,not_assigned
10.1021_acsami.1c00221__sample_44390,train,valid,train,not_assigned
10.1021_acsami.1c00221__sample_44391,test,train,train,not_assigned
10.1021_acsami.1c00221__sample_44394,train,train,train,not_assigned
10.1021_acsami.1c00221__sample_44395,test,valid,train,not_assigned
10.1021_acsami.1c00221__sample_44396,train,train,train,not_assigned
10.1021_acsami.1c00221__sample_44397,train,train,train,not_assigned
10.1021_acsami.1c03525__sample_84411,train,valid,train,not_assigned
10.1021_acsami.1c03525__sample_84412,train,train,train,not_assigned
10.1021_acsami.1c03525__sample_84413,test,train,train,not_assigned
10.1021_acsami.1c03525__sample_84414,train,train,train,not_assigned
10.1021_acsami.1c04326__sample_45064,train,train,test,not_assigned
10.1021_acsami.1c04326__sample_45070,train,train,test,not_assigned
10.1021_acsami.1c04326__sample_45071,train,train,test,not_assigned
10.1021_acsami.1c04326__sample_45072,train,train,test,not_assigned
10.1021_acsami.1c04326__sample_45073,train,test,test,not_assigned
10.1021_acsami.1c04326__sample_45075,train,valid,test,not_assigned
10.1021_acsami.1c04326__sample_45076,train,train,test,not_assigned
10.1021_acsami.1c04326__sample_45078,test,test,test,not_assigned
10.1021_acsami.1c04326__sample_45079,train,valid,test,not_assigned
10.1021_acsami.1c04326__sample_45080,train,valid,test,not_assigned
10.1021_acsami.1c04326__sample_45081,train,valid,test,not_assigned
10.1021_acsami.1c04326__sample_45082,test,train,test,not_assigned
10.1021_acsami.1c12200__sample_46158,test,train,train,not_assigned
10.1021_acsami.1c12200__sample_46159,train,train,train,not_assigned
10.1021_acsami.1c12200__sample_46160,test,train,train,not_assigned
10.1021_acsami.1c12200__sample_46161,train,train,train,not_assigned
10.1021_acsami.1c12200__sample_46162,train,train,train,not_assigned
10.1021_acsami.1c12200__sample_46163,train,train,train,not_assigned
10.1021_acsami.1c12200__sample_46164,train,train,train,not_assigned
10.1021_acsami.1c12200__sample_46167,test,train,train,not_assigned
10.1021_acsami.1c12200__sample_46168,train,train,train,not_assigned
10.1021_acsami.1c12282__sample_45831,train,valid,test,not_assigned
10.1021_acsami.1c12282__sample_45832,train,train,test,not_assigned
10.1021_acsami.1c12282__sample_45833,train,train,test,not_assigned
10.1021_acsami.1c12282__sample_45834,train,valid,test,not_assigned
10.1021_acsami.1c12282__sample_45835,train,train,test,not_assigned
10.1021_acsami.1c12282__sample_45836,train,train,test,not_assigned
10.1021_acsami.1c12282__sample_45837,train,train,test,not_assigned
10.1021_acsami.1c12282__sample_45838,train,test,test,not_assigned
10.1021_acsami.1c12282__sample_45839,train,train,test,not_assigned
10.1021_acsami.1c12282__sample_45840,train,test,test,not_assigned
10.1021_acsami.3c11235__sample_84548,train,train,train,not_assigned
10.1021_acsami.3c11235__sample_84549,train,train,train,not_assigned
10.1021_acsami.3c11235__sample_84550,train,train,train,not_assigned
10.1021_acsami.3c11235__sample_84551,train,train,train,not_assigned
10.1021_acsami.4c02032__sample_83956,train,train,train,not_assigned
10.1021_acsami.4c02032__sample_83959,train,train,train,not_assigned
10.1021_acsami.4c02032__sample_83960,train,train,train,not_assigned
10.1021_acsami.4c02032__sample_83961,train,train,train,not_assigned
10.1021_acsami.4c02032__sample_83966,train,test,train,not_assigned
10.1021_acsami.4c02032__sample_83967,test,train,train,not_assigned
10.1021_acsami.4c02032__sample_83968,test,test,train,not_assigned
10.1021_acsami.5b01085__sample_11295,train,train,test,not_assigned
10.1021_acsami.5b01085__sample_11296,train,test,test,not_assigned
10.1021_acsami.5b02504__sample_1387,train,train,train,not_assigned
10.1021_acsami.5b02504__sample_1388,train,train,train,not_assigned
10.1021_acsami.5b02504__sample_1389,train,test,train,not_assigned
10.1021_acsami.5b02537__sample_21259,train,train,train,not_assigned
10.1021_acsami.5b02537__sample_21260,test,train,train,not_assigned
10.1021_acsami.5b02537__sample_21261,train,test,train,not_assigned
10.1021_acsami.5b02537__sample_21262,test,train,train,not_assigned
10.1021_acsami.5b03522__sample_30692,train,train,train,not_assigned
10.1021_acsami.5b03522__sample_30696,test,train,train,not_assigned
10.1021_acsami.5b03522__sample_30697,test,train,train,not_assigned
10.1021_acsami.5b03522__sample_30698,train,train,train,not_assigned
10.1021_acsami.5b03522__sample_30701,train,train,train,not_assigned
10.1021_acsami.5b04910__sample_537,train,train,train,not_assigned
10.1021_acsami.5b04910__sample_538,train,train,train,not_assigned
10.1021_acsami.5b04910__sample_539,train,train,train,not_assigned
10.1021_acsami.5b04910__sample_540,train,train,train,not_assigned
10.1021_acsami.5b04910__sample_541,train,train,train,not_assigned
10.1021_acsami.5b06492__sample_25123,train,train,train,not_assigned
10.1021_acsami.5b06492__sample_25124,train,train,train,not_assigned
10.1021_acsami.5b06492__sample_25125,train,train,train,not_assigned
10.1021_acsami.5b06492__sample_25126,train,valid,train,not_assigned
10.1021_acsami.5b06492__sample_25127,train,train,train,not_assigned
10.1021_acsami.5b06492__sample_25129,train,valid,train,not_assigned
10.1021_acsami.5b06492__sample_25137,train,train,train,not_assigned
10.1021_acsami.5b07141__sample_7628,train,test,train,not_assigned
10.1021_acsami.5b07141__sample_7629,test,train,train,not_assigned
10.1021_acsami.5b08011__sample_14328,train,train,train,not_assigned
10.1021_acsami.5b08011__sample_14329,train,train,train,not_assigned
10.1021_acsami.5b08011__sample_14330,train,train,train,not_assigned
10.1021_acsami.5b09327__sample_4839,test,valid,test,not_assigned
10.1021_acsami.5b09327__sample_4840,train,valid,test,not_assigned
10.1021_acsami.5b09327__sample_4841,train,train,test,not_assigned
10.1021_acsami.5b09327__sample_4842,train,valid,test,not_assigned
10.1021_acsami.5b09327__sample_4843,train,train,test,not_assigned
10.1021_acsami.5b09327__sample_4844,test,train,test,not_assigned
10.1021_acsami.5b09327__sample_4845,test,train,test,not_assigned
10.1021_acsami.5b11063__sample_9440,train,train,train,not_assigned
10.1021_acsami.5b11063__sample_9442,test,valid,train,not_assigned
10.1021_acsami.5b11063__sample_9443,train,valid,train,not_assigned
10.1021_acsami.5b11063__sample_9444,train,train,train,not_assigned
10.1021_acsami.5b11063__sample_9445,train,train,train,not_assigned
10.1021_acsami.5b11063__sample_9446,train,train,train,not_assigned
10.1021_acsami.5b12060__sample_9451,train,valid,train,not_assigned
10.1021_acsami.5b12060__sample_9452,train,valid,train,not_assigned
10.1021_acsami.5b12060__sample_9453,train,test,train,not_assigned
10.1021_acsami.5b12060__sample_9454,test,train,train,not_assigned
10.1021_acsami.6b15295__sample_3103,train,train,train,not_assigned
10.1021_acsami.6b15295__sample_3104,train,train,train,not_assigned
10.1021_acsami.6b15295__sample_3105,train,train,train,not_assigned
10.1021_acsami.6b15295__sample_3106,test,train,train,not_assigned
10.1021_acsami.6b16060__sample_2844,train,valid,test,not_assigned
10.1021_acsami.6b16060__sample_2845,train,train,test,not_assigned
10.1021_acsami.6b16060__sample_2846,train,train,test,not_assigned
10.1021_acsami.6b16060__sample_2847,train,train,test,not_assigned
10.1021_acsami.6b16060__sample_2848,train,train,test,not_assigned
10.1021_acsami.7b04098__sample_2830,test,test,test,not_assigned
10.1021_acsami.7b04098__sample_2831,train,test,test,not_assigned
10.1021_acsami.7b04098__sample_2832,train,train,test,not_assigned
10.1021_acsami.7b06083__sample_2915,train,train,test,not_assigned
10.1021_acsami.7b06083__sample_2916,train,valid,test,not_assigned
10.1021_acsami.7b06083__sample_2917,train,train,test,not_assigned
10.1021_acsami.7b06083__sample_2918,train,valid,test,not_assigned
10.1021_acsami.7b06083__sample_2919,train,train,test,not_assigned
10.1021_acsami.7b06083__sample_2920,train,train,test,not_assigned
10.1021_acsami.7b08770__sample_31764,train,train,train,not_assigned
10.1021_acsami.7b08770__sample_31765,train,train,train,not_assigned
10.1021_acsami.7b08770__sample_31766,train,train,train,not_assigned
10.1021_acsami.7b08770__sample_31767,train,train,train,not_assigned
10.1021_acsami.7b08770__sample_31768,train,valid,train,not_assigned
10.1021_acsami.7b08770__sample_31769,train,valid,train,not_assigned
10.1021_acsami.7b08770__sample_31770,test,train,train,not_assigned
10.1021_acsami.7b08770__sample_31771,train,valid,train,not_assigned
10.1021_acsami.7b08770__sample_31772,train,train,train,not_assigned
10.1021_acsami.7b08770__sample_31773,test,valid,train,not_assigned
10.1021_acsami.7b08770__sample_31774,train,valid,train,not_assigned
10.1021_acsami.7b08770__sample_31775,train,train,train,not_assigned
10.1021_acsami.7b08770__sample_31776,train,valid,train,not_assigned
10.1021_acsami.7b08770__sample_31777,train,train,train,not_assigned
10.1021_acsami.7b18451__sample_42339,train,train,train,not_assigned
10.1021_acsami.7b18451__sample_42340,train,train,train,not_assigned
10.1021_acsami.7b18451__sample_42341,train,train,train,not_assigned
10.1021_acsami.7b18451__sample_42342,train,test,train,not_assigned
10.1021_acsami.7b18451__sample_42343,train,test,train,not_assigned
10.1021_acsami.7b19489__sample_45779,train,train,test,not_assigned
10.1021_acsami.7b19489__sample_45780,train,train,test,not_assigned
10.1021_acsami.7b19489__sample_45781,train,train,test,not_assigned
10.1021_acsami.7b19489__sample_45782,train,train,test,not_assigned
10.1021_acsami.7b19489__sample_45783,train,train,test,not_assigned
10.1021_acsami.7b19489__sample_45784,train,train,test,not_assigned
10.1021_acsami.8b12710__sample_39942,train,train,test,not_assigned
10.1021_acsami.8b12710__sample_39943,train,test,test,not_assigned
10.1021_acsami.8b12710__sample_39944,train,train,test,not_assigned
10.1021_acsami.8b12710__sample_39945,test,train,test,not_assigned
10.1021_acsami.8b12710__sample_39946,train,train,test,not_assigned
10.1021_acsami.8b15080__sample_43127,test,test,train,not_assigned
10.1021_acsami.8b15080__sample_43128,train,valid,train,not_assigned
10.1021_acsami.8b15080__sample_43129,train,train,train,not_assigned
10.1021_acsami.8b15080__sample_43130,train,train,train,not_assigned
10.1021_acsami.8b15080__sample_43131,test,valid,train,not_assigned
10.1021_acsami.8b15080__sample_43132,test,train,train,not_assigned
10.1021_acsami.8b15080__sample_43134,test,valid,train,not_assigned
10.1021_acsami.8b15080__sample_43135,train,train,train,not_assigned
10.1021_acsami.8b15080__sample_43136,test,train,train,not_assigned
10.1021_acsami.8b15080__sample_43137,train,train,train,not_assigned
10.1021_acsami.8b15080__sample_43139,train,valid,train,not_assigned
10.1021_acsami.8b15080__sample_43140,train,valid,train,not_assigned
10.1021_acsami.8b15080__sample_43141,train,valid,train,not_assigned
10.1021_acsami.8b15080__sample_43142,train,test,train,not_assigned
10.1021_acsami.8b15111__sample_42022,train,train,test,not_assigned
10.1021_acsami.8b15111__sample_42023,train,test,test,not_assigned
10.1021_acsami.8b15111__sample_42051,train,train,test,not_assigned
10.1021_acsami.8b15111__sample_42052,train,valid,test,not_assigned
10.1021_acsami.8b15111__sample_42060,train,train,test,not_assigned
10.1021_acsami.8b15111__sample_42065,train,train,test,not_assigned
10.1021_acsami.8b15997__sample_45535,train,train,train,not_assigned
10.1021_acsami.8b15997__sample_45536,train,test,train,not_assigned
10.1021_acsami.8b15997__sample_45537,test,train,train,not_assigned
10.1021_acsami.8b15997__sample_45538,train,train,train,not_assigned
10.1021_acsami.9b00648__sample_83840,test,train,test,not_assigned
10.1021_acsami.9b00648__sample_83841,train,train,test,not_assigned
10.1021_acsami.9b00648__sample_83842,train,train,test,not_assigned
10.1021_acsami.9b00648__sample_83843,train,train,test,not_assigned
10.1021_acsami.9b00648__sample_83844,train,train,test,not_assigned
10.1021_acsami.9b00958__sample_45789,test,train,train,not_assigned
10.1021_acsami.9b00958__sample_45790,train,test,train,not_assigned
10.1021_acsami.9b00958__sample_45791,train,train,train,not_assigned
10.1021_acsami.9b00958__sample_45792,test,test,train,not_assigned
10.1021_acsami.9b00958__sample_45793,train,train,train,not_assigned
10.1021_acsami.9b00958__sample_45794,train,train,train,not_assigned
10.1021_acsami.9b00958__sample_45795,train,valid,train,not_assigned
10.1021_acsami.9b00958__sample_45796,train,valid,train,not_assigned
10.1021_acsami.9b02124__sample_83818,train,train,train,not_assigned
10.1021_acsami.9b02124__sample_83819,train,train,train,not_assigned
10.1021_acsami.9b02124__sample_83820,test,train,train,not_assigned
10.1021_acsami.9b05470__sample_45841,train,train,train,not_assigned
10.1021_acsami.9b05470__sample_45842,train,train,train,not_assigned
10.1021_acsami.9b05470__sample_45843,test,train,train,not_assigned
10.1021_acsami.9b05470__sample_45849,train,train,train,not_assigned
10.1021_acsami.9b06483__sample_27358,train,train,train,not_assigned
10.1021_acsami.9b06483__sample_27359,test,train,train,not_assigned
10.1021_acsami.9b06483__sample_27360,test,train,train,not_assigned
10.1021_acsami.9b07313__sample_40962,test,train,test,not_assigned
10.1021_acsami.9b07313__sample_40963,test,train,test,not_assigned
10.1021_acsami.9b07313__sample_40964,train,train,test,not_assigned
10.1021_acsami.9b07313__sample_40965,train,train,test,not_assigned
10.1021_acsami.9b07313__sample_40966,train,train,test,not_assigned
10.1021_acsami.9b07313__sample_40967,train,train,test,not_assigned
10.1021_acsami.9b07313__sample_40968,train,train,test,not_assigned
10.1021_acsami.9b09397__sample_45547,train,train,train,not_assigned
10.1021_acsami.9b09397__sample_45548,train,train,train,not_assigned
10.1021_acsami.9b10394__sample_43758,train,train,test,not_assigned
10.1021_acsami.9b10394__sample_43759,test,train,test,not_assigned
10.1021_acsami.9b10394__sample_43760,test,train,test,not_assigned
10.1021_acsami.9b10394__sample_43761,train,train,test,not_assigned
10.1021_acsami.9b10394__sample_43762,train,train,test,not_assigned
10.1021_acsami.9b10648__sample_45644,train,train,train,not_assigned
10.1021_acsami.9b10648__sample_45645,train,train,train,not_assigned
10.1021_acsami.9b10648__sample_45646,train,train,train,not_assigned
10.1021_acsami.9b10648__sample_45647,test,train,train,not_assigned
10.1021_acsami.9b10648__sample_45648,train,train,train,not_assigned
10.1021_acsami.9b11115__sample_42877,train,train,train,not_assigned
10.1021_acsami.9b11115__sample_42878,train,train,train,not_assigned
10.1021_acsami.9b11115__sample_42879,train,train,train,not_assigned
10.1021_acsami.9b11115__sample_42880,train,train,train,not_assigned
10.1021_acsami.9b12256__sample_41040,train,train,train,not_assigned
10.1021_acsami.9b12256__sample_41041,train,train,train,not_assigned
10.1021_acsami.9b12256__sample_41042,test,test,train,not_assigned
10.1021_acsami.9b12256__sample_41043,train,test,train,not_assigned
10.1021_acsami.9b12256__sample_41044,test,train,train,not_assigned
10.1021_acsami.9b12599__sample_83167,train,valid,test,not_assigned
10.1021_acsami.9b12599__sample_83168,train,test,test,not_assigned
10.1021_acsami.9b12599__sample_83169,test,valid,test,not_assigned
10.1021_acsami.9b12599__sample_83170,train,train,test,not_assigned
10.1021_acsami.9b12599__sample_83171,train,train,test,not_assigned
10.1021_acsami.9b12599__sample_83172,train,train,test,not_assigned
10.1021_acsami.9b12854__sample_43256,train,train,train,not_assigned
10.1021_acsami.9b12854__sample_43257,test,train,train,not_assigned
10.1021_acsami.9b12854__sample_43258,test,train,train,not_assigned
10.1021_acsami.9b12854__sample_43259,test,train,train,not_assigned
10.1021_acsami.9b12854__sample_43260,train,train,train,not_assigned
10.1021_acsami.9b13603__sample_83928,train,test,train,not_assigned
10.1021_acsami.9b13603__sample_83929,train,train,train,not_assigned
10.1021_acsami.9b13603__sample_83930,train,test,train,not_assigned
10.1021_acsami.9b13603__sample_83931,train,train,train,not_assigned
10.1021_acsami.9b13603__sample_83932,test,valid,train,not_assigned
10.1021_acsami.9b13603__sample_83933,train,valid,train,not_assigned
10.1021_acsami.9b13603__sample_83934,train,valid,train,not_assigned
10.1021_acsami.9b13603__sample_83935,train,train,train,not_assigned
10.1021_acsami.9b13607__sample_27319,train,valid,train,not_assigned
10.1021_acsami.9b13607__sample_27320,train,valid,train,not_assigned
10.1021_acsami.9b13607__sample_27322,train,train,train,not_assigned
10.1021_acsami.9b13607__sample_27323,test,train,train,not_assigned
10.1021_acsami.9b13607__sample_27324,train,train,train,not_assigned
10.1021_acsami.9b15348__sample_41138,train,test,test,not_assigned
10.1021_acsami.9b15348__sample_41139,train,train,test,not_assigned
10.1021_acsami.9b15348__sample_41140,train,train,test,not_assigned
10.1021_acsami.9b15348__sample_41141,test,train,test,not_assigned
10.1021_acsami.9b15348__sample_41142,test,train,test,not_assigned
10.1021_acsami.9b16309__sample_45652,test,train,train,not_assigned
10.1021_acsami.9b16309__sample_45653,train,test,train,not_assigned
10.1021_acsami.9b16309__sample_45654,train,train,train,not_assigned
10.1021_acsami.9b16309__sample_45656,train,train,train,not_assigned
10.1021_acsami.9b16309__sample_45657,train,test,train,not_assigned
10.1021_acsami.9b16781__sample_39660,train,train,train,not_assigned
10.1021_acsami.9b16781__sample_39661,train,train,train,not_assigned
10.1021_acsami.9b16781__sample_39662,test,train,train,not_assigned
10.1021_acsami.9b16781__sample_39663,train,train,train,not_assigned
10.1021_acsami.9b16781__sample_39664,train,train,train,not_assigned
10.1021_acsami.9b16781__sample_39665,train,test,train,not_assigned
10.1021_acsami.9b16781__sample_39666,train,train,train,not_assigned
10.1021_acsami.9b16781__sample_39667,train,train,train,not_assigned
10.1021_acsami.9b16781__sample_39669,train,train,train,not_assigned
10.1021_acsami.9b16781__sample_39696,train,train,train,not_assigned
10.1021_acsami.9b16781__sample_39697,train,train,train,not_assigned
10.1021_acsami.9b17269__sample_34898,train,train,train,not_assigned
10.1021_acsami.9b17269__sample_34899,train,train,train,not_assigned
10.1021_acsami.9b17269__sample_34900,train,train,train,not_assigned
10.1021_acsami.9b17269__sample_34901,train,train,train,not_assigned
10.1021_acsami.9b18078__sample_34808,train,train,test,not_assigned
10.1021_acsami.9b18078__sample_34809,train,train,test,not_assigned
10.1021_acsami.9b18078__sample_34810,test,valid,test,not_assigned
10.1021_acsami.9b18078__sample_34811,test,train,test,not_assigned
10.1021_acsami.9b19398__sample_35960,train,valid,test,not_assigned
10.1021_acsami.9b19398__sample_35962,train,train,test,not_assigned
10.1021_acsami.9b19398__sample_35963,train,train,test,not_assigned
10.1021_acsami.9b19398__sample_35964,test,valid,test,not_assigned
10.1021_acsami.9b19798__sample_35965,train,valid,test,not_assigned
10.1021_acsami.9b19798__sample_35966,train,test,test,not_assigned
10.1021_acsami.9b19798__sample_35967,train,valid,test,not_assigned
10.1021_acsami.9b19798__sample_35968,train,train,test,not_assigned
10.1021_acsami.9b20090__sample_35338,train,valid,train,not_assigned
10.1021_acsami.9b20090__sample_35339,train,train,train,not_assigned
10.1021_acsami.9b20090__sample_35340,test,train,train,not_assigned
10.1021_acsami.9b20090__sample_35341,train,train,train,not_assigned
10.1021_acsami.9b20090__sample_35343,train,valid,train,not_assigned
10.1021_acsami.9b20090__sample_35344,train,train,train,not_assigned
10.1021_acsami.9b20090__sample_35345,train,test,train,not_assigned
10.1021_acsami.9b20103__sample_35390,test,test,test,not_assigned
10.1021_acsami.9b20103__sample_35391,test,train,test,not_assigned
10.1021_acsami.9b20103__sample_35392,train,train,test,not_assigned
10.1021_acsami.9b20854__sample_34831,test,valid,train,not_assigned
10.1021_acsami.9b20854__sample_34832,train,train,train,not_assigned
10.1021_acsami.9b20854__sample_34833,train,train,train,not_assigned
10.1021_acsami.9b20854__sample_34834,train,test,train,not_assigned
10.1021_acsami.9b20854__sample_34835,train,train,train,not_assigned
10.1021_acsami.9b20854__sample_34836,train,train,train,not_assigned
10.1021_acsami.9b20854__sample_34837,train,train,train,not_assigned
10.1021_acsami.9b20854__sample_34841,test,test,train,not_assigned
10.1021_acsami.9b20854__sample_34842,train,train,train,not_assigned
10.1021_acsami.9b20854__sample_34843,train,test,train,not_assigned
10.1021_acsami.9b20854__sample_34844,train,test,train,not_assigned
10.1021_acsami.9b20854__sample_34845,train,train,train,not_assigned
10.1021_acsami.9b20854__sample_34847,train,train,train,not_assigned
10.1021_acsami.9b21517__sample_35297,train,valid,train,not_assigned
10.1021_acsami.9b21517__sample_35298,train,test,train,not_assigned
10.1021_acsami.9b21517__sample_35299,train,train,train,not_assigned
10.1021_acsami.9b21517__sample_35306,test,train,train,not_assigned
10.1021_acsami.9b22333__sample_36247,train,train,train,not_assigned
10.1021_acsami.9b22333__sample_36248,train,test,train,not_assigned
10.1021_acsami.9b22333__sample_36249,train,train,train,not_assigned
10.1021_acsami.9b22333__sample_36250,test,valid,train,not_assigned
10.1021_acsami.9b22333__sample_36251,test,train,train,not_assigned
10.1021_acsami.9b22333__sample_36252,train,train,train,not_assigned
10.1021_acsami.9b22333__sample_36253,train,test,train,not_assigned
10.1021_acsami.9b23059__sample_34813,train,valid,test,not_assigned
10.1021_acsami.9b23059__sample_34814,train,train,test,not_assigned
10.1021_acsami.9b23059__sample_34815,test,train,test,not_assigned
10.1021_acsami.9b23059__sample_34816,train,train,test,not_assigned
10.1021_acsami.9b23059__sample_34817,train,train,test,not_assigned
10.1021_acsami.9b23059__sample_34818,train,test,test,not_assigned
10.1021_acsenergylett.6b00671__sample_31745,train,train,test,not_assigned
10.1021_acsenergylett.6b00671__sample_31746,train,train,test,not_assigned
10.1021_acsenergylett.6b00671__sample_31747,train,train,test,not_assigned
10.1021_acsenergylett.6b00671__sample_31749,test,train,test,not_assigned
10.1021_acsenergylett.6b00671__sample_31752,train,train,test,not_assigned
10.1021_acsenergylett.6b00671__sample_31753,test,train,test,not_assigned
10.1021_acsenergylett.6b00671__sample_31754,train,train,test,not_assigned
10.1021_acsenergylett.6b00671__sample_31755,test,train,test,not_assigned
10.1021_acsenergylett.6b00671__sample_32107,train,train,test,not_assigned
10.1021_acsenergylett.7b00742__sample_31107,test,train,train,not_assigned
10.1021_acsenergylett.7b00742__sample_31108,test,train,train,not_assigned
10.1021_acsenergylett.7b00742__sample_31109,train,train,train,not_assigned
10.1021_acsenergylett.7b00742__sample_31110,train,train,train,not_assigned
10.1021_acsenergylett.7b00742__sample_31111,train,test,train,not_assigned
10.1021_acsenergylett.8b00137__sample_43746,train,train,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43747,train,train,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43748,train,valid,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43749,train,test,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43750,test,valid,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43751,train,test,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43752,train,valid,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43753,train,valid,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43754,train,test,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43755,train,train,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43756,test,valid,test,not_assigned
10.1021_acsenergylett.8b00137__sample_43757,train,valid,test,not_assigned
10.1021_acsenergylett.9b01093__sample_42843,train,train,train,not_assigned
10.1021_acsenergylett.9b01093__sample_42844,train,test,train,not_assigned
10.1021_acsenergylett.9b01093__sample_42845,test,test,train,not_assigned
10.1021_acsenergylett.9b01093__sample_42846,test,train,train,not_assigned
10.1021_acsenergylett.9b01093__sample_42847,train,train,train,not_assigned
10.1021_acsenergylett.9b01093__sample_42848,train,train,train,not_assigned
10.1021_acsenergylett.9b01093__sample_42849,train,test,train,not_assigned
10.1021_acsenergylett.9b01093__sample_42850,train,train,train,not_assigned
10.1021_acsnano.1c03120__sample_44811,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44812,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44814,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44816,train,test,test,not_assigned
10.1021_acsnano.1c03120__sample_44817,train,valid,test,not_assigned
10.1021_acsnano.1c03120__sample_44820,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44825,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44826,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44827,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44828,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44829,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44830,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44831,test,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44835,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44836,train,train,test,not_assigned
10.1021_acsnano.1c03120__sample_44837,test,train,test,not_assigned
10.1021_acsnano.6b01156__sample_5952,train,train,train,not_assigned
10.1021_acsnano.6b01156__sample_5953,train,train,train,not_assigned
10.1021_acsnano.6b01156__sample_5954,train,valid,train,not_assigned
10.1021_acsnano.6b01156__sample_5955,train,train,train,not_assigned
10.1021_acsnano.6b01156__sample_5956,train,train,train,not_assigned
10.1021_acsnano.6b01156__sample_5957,train,train,train,not_assigned
10.1021_acsnano.6b01156__sample_5958,train,train,train,not_assigned
10.1021_acsnano.6b01156__sample_5959,train,train,train,not_assigned
10.1021_acsnano.6b03696__sample_2641,test,train,test,not_assigned
10.1021_acsnano.6b03696__sample_2642,train,valid,test,not_assigned
10.1021_acsnano.6b03696__sample_2643,train,train,test,not_assigned
